delta,contention,seed,agent,source,declared_demand,staleness_error,calibration_error,latent_oracle_error
0.0,high,27327381,a0,refreshed_calibration,"{""COMPUTE"": 82.0, ""MEMORY"": 65.33333333333333, ""API_CREDITS"": 48.666666666666664, ""DATASET"": 0.0}",2.9290600104157063,6.15161594933507,10.151615949335062
0.0,high,27327381,a0,stale_calibration,"{""COMPUTE"": 84.0, ""MEMORY"": 66.66666666666666, ""API_CREDITS"": 49.33333333333333, ""DATASET"": 0.0}",2.9290600104157063,6.15161594933507,10.151615949335062
0.0,high,27327381,a1,execution_queue_oracle,"{""COMPUTE"": 176.0, ""MEMORY"": 128.0, ""API_CREDITS"": 80.0, ""DATASET"": 0.0}",23.94254515601461,16.724121510652047,28.724121510652026
0.0,high,27327381,a1,latent_distribution_oracle,"{""COMPUTE"": 180.8767497535268, ""MEMORY"": 137.4111180257245, ""API_CREDITS"": 82.4240465777963, ""DATASET"": 12.012207153604407}",23.94254515601461,16.724121510652047,28.724121510652026
0.0,high,27327381,a1,refreshed_calibration,"{""COMPUTE"": 174.66666666666666, ""MEMORY"": 132.0, ""API_CREDITS"": 78.66666666666666, ""DATASET"": 10.666666666666666}",23.94254515601461,16.724121510652047,28.724121510652026
0.0,high,27327381,a1,stale_calibration,"{""COMPUTE"": 189.33333333333331, ""MEMORY"": 145.16666666666666, ""API_CREDITS"": 87.5, ""DATASET"": 14.666666666666666}",23.94254515601461,16.724121510652047,28.724121510652026
0.0,high,27327381,a2,execution_queue_oracle,"{""COMPUTE"": 80.0, ""MEMORY"": 64.0, ""API_CREDITS"": 48.0, ""DATASET"": 0.0}",0.718817009923522,3.342132153094627,0.718817009923522
0.0,high,27327381,a2,latent_distribution_oracle,"{""COMPUTE"": 80.3479764546145, ""MEMORY"": 64.24087489989988, ""API_CREDITS"": 48.09949107390007, ""DATASET"": 0.030474581509078145}",0.718817009923522,3.342132153094627,0.718817009923522
0.0,high,27327381,a2,refreshed_calibration,"{""COMPUTE"": 82.0, ""MEMORY"": 65.33333333333333, ""API_CREDITS"": 48.666666666666664, ""DATASET"": 0.0}",0.718817009923522,3.342132153094627,0.718817009923522
0.0,high,27327381,a2,stale_calibration,"{""COMPUTE"": 80.0, ""MEMORY"": 64.0, ""API_CREDITS"": 48.0, ""DATASET"": 0.0}",0.718817009923522,3.342132153094627,0.718817009923522
0.0,high,27327381,a3,execution_queue_oracle,"{""COMPUTE"": 220.0, ""MEMORY"": 192.0, ""API_CREDITS"": 104.0, ""DATASET"": 64.0}",11.188753027520256,9.497386080613559,114.52208636085354
0.0,high,27327381,a3,latent_distribution_oracle,"{""COMPUTE"": 268.02303368023695, ""MEMORY"": 228.93620904896738, ""API_CREDITS"": 133.55310741091566, ""DATASET"": 63.99026377926645}",11.188753027520256,9.497386080613559,114.52208636085354
0.0,high,27327381,a3,refreshed_calibration,"{""COMPUTE"": 272.0, ""MEMORY"": 232.0, ""API_CREDITS"": 136.0, ""DATASET"": 64.0}",11.188753027520256,9.497386080613559,114.52208636085354
0.0,high,27327381,a3,stale_calibration,"{""COMPUTE"": 263.3333333333333, ""MEMORY"": 225.33333333333331, ""API_CREDITS"": 130.66666666666666, ""DATASET"": 64.0}",11.188753027520256,9.497386080613559,114.52208636085354
0.0,high,27327381,a4,execution_queue_oracle,"{""COMPUTE"": 140.0, ""MEMORY"": 104.0, ""API_CREDITS"": 68.0, ""DATASET"": 0.0}",3.808749941573875,19.80874994157387,35.80874994157388
0.0,high,27327381,a4,latent_distribution_oracle,"{""COMPUTE"": 122.09562502921307, ""MEMORY"": 92.0637500194759, ""API_CREDITS"": 62.031875009738, ""DATASET"": 8.557896934283086e-13}",3.808749941573875,19.80874994157387,35.80874994157388
0.0,high,27327381,a4,refreshed_calibration,"{""COMPUTE"": 132.0, ""MEMORY"": 98.66666666666666, ""API_CREDITS"": 65.33333333333333, ""DATASET"": 0.0}",3.808749941573875,19.80874994157387,35.80874994157388
0.0,high,27327381,a4,stale_calibration,"{""COMPUTE"": 124.0, ""MEMORY"": 93.33333333333333, ""API_CREDITS"": 62.666666666666664, ""DATASET"": 0.0}",3.808749941573875,19.80874994157387,35.80874994157388
0.0,high,27327381,a5,execution_queue_oracle,"{""COMPUTE"": 176.0, ""MEMORY"": 128.0, ""API_CREDITS"": 80.0, ""DATASET"": 0.0}",4.34610034719911,1.987232986134237,1.987232986134237
0.0,high,27327381,a5,latent_distribution_oracle,"{""COMPUTE"": 175.2663452742021, ""MEMORY"": 127.63224693889252, ""API_CREDITS"": 79.53016898525331, ""DATASET"": 0.41599418448217923}",4.34610034719911,1.987232986134237,1.987232986134237
0.0,high,27327381,a5,refreshed_calibration,"{""COMPUTE"": 176.0, ""MEMORY"": 128.0, ""API_CREDITS"": 80.0, ""DATASET"": 0.0}",4.34610034719911,1.987232986134237,1.987232986134237
0.0,high,27327381,a5,stale_calibration,"{""COMPUTE"": 173.66666666666666, ""MEMORY"": 126.83333333333333, ""API_CREDITS"": 78.5, ""DATASET"": 1.3333333333333333}",4.34610034719911,1.987232986134237,1.987232986134237
0.0,high,73091972,a0,execution_queue_oracle,"{""COMPUTE"": 92.0, ""MEMORY"": 91.0, ""API_CREDITS"": 29.0, ""DATASET"": 56.0}",5.430631249617981,25.097297916284653,70.37821155044874
0.0,high,73091972,a0,latent_distribution_oracle,"{""COMPUTE"": 79.88379067207255, ""MEMORY"": 71.64241917751207, ""API_CREDITS"": 36.34668074084019, ""DATASET"": 24.44225934080683}",5.430631249617981,25.097297916284653,70.37821155044874
0.0,high,73091972,a0,refreshed_calibration,"{""COMPUTE"": 72.33333333333333, ""MEMORY"": 67.83333333333333, ""API_CREDITS"": 28.833333333333332, ""DATASET"": 30.666666666666664}",5.430631249617981,25.097297916284653,70.37821155044874
0.0,high,73091972,a0,stale_calibration,"{""COMPUTE"": 78.0, ""MEMORY"": 70.5, ""API_CREDITS"": 34.83333333333333, ""DATASET"": 25.333333333333332}",5.430631249617981,25.097297916284653,70.37821155044874
0.0,high,73091972,a1,execution_queue_oracle,"{""COMPUTE"": 140.0, ""MEMORY"": 104.0, ""API_CREDITS"": 68.0, ""DATASET"": 0.0}",10.578497269055122,5.4247482534164835,13.424748253416498
0.0,high,73091972,a1,latent_distribution_oracle,"{""COMPUTE"": 133.28762587329277, ""MEMORY"": 99.52609814130035, ""API_CREDITS"": 65.76315049322619, ""DATASET"": 0.001622761235809379}",10.578497269055122,5.4247482534164835,13.424748253416498
0.0,high,73091972,a1,refreshed_calibration,"{""COMPUTE"": 136.0, ""MEMORY"": 101.33333333333333, ""API_CREDITS"": 66.66666666666666, ""DATASET"": 0.0}",10.578497269055122,5.4247482534164835,13.424748253416498
0.0,high,73091972,a1,stale_calibration,"{""COMPUTE"": 128.0, ""MEMORY"": 96.0, ""API_CREDITS"": 64.0, ""DATASET"": 0.0}",10.578497269055122,5.4247482534164835,13.424748253416498
0.0,high,73091972,a2,execution_queue_oracle,"{""COMPUTE"": 272.0, ""MEMORY"": 232.0, ""API_CREDITS"": 136.0, ""DATASET"": 64.0}",1.6418504350802223,5.024816231586485,5.024816231586485
0.0,high,73091972,a2,latent_distribution_oracle,"{""COMPUTE"": 270.41071947463575, ""MEMORY"": 230.3670725297754, ""API_CREDITS"": 135.0818180013074, ""DATASET"": 63.11557376269495}",1.6418504350802223,5.024816231586485,5.024816231586485
0.0,high,73091972,a2,refreshed_calibration,"{""COMPUTE"": 272.0, ""MEMORY"": 232.0, ""API_CREDITS"": 136.0, ""DATASET"": 64.0}",1.6418504350802223,5.024816231586485,5.024816231586485
0.0,high,73091972,a2,stale_calibration,"{""COMPUTE"": 270.0, ""MEMORY"": 229.83333333333331, ""API_CREDITS"": 134.83333333333331, ""DATASET"": 62.666666666666664}",1.6418504350802223,5.024816231586485,5.024816231586485
0.0,high,73091972,a3,execution_queue_oracle,"{""COMPUTE"": 64.0, ""MEMORY"": 72.0, ""API_CREDITS"": 8.0, ""DATASET"": 64.0}",1.1716893588697985e-07,1.1716893588697985e-07,1.1716893588697985e-07
0.0,high,73091972,a3,latent_distribution_oracle,"{""COMPUTE"": 64.000000047187, ""MEMORY"": 72.00000003276585, ""API_CREDITS"": 8.000000029582806, ""DATASET"": 63.999999992366725}",1.1716893588697985e-07,1.1716893588697985e-07,1.1716893588697985e-07
0.0,high,73091972,a3,refreshed_calibration,"{""COMPUTE"": 64.0, ""MEMORY"": 72.0, ""API_CREDITS"": 8.0, ""DATASET"": 64.0}",1.1716893588697985e-07,1.1716893588697985e-07,1.1716893588697985e-07
0.0,high,73091972,a3,stale_calibration,"{""COMPUTE"": 64.0, ""MEMORY"": 72.0, ""API_CREDITS"": 8.0, ""DATASET"": 64.0}",1.1716893588697985e-07,1.1716893588697985e-07,1.1716893588697985e-07
0.0,high,73091972,a4,execution_queue_oracle,"{""COMPUTE"": 128.0, ""MEMORY"": 106.0, ""API_CREDITS"": 70.0, ""DATASET"": 16.0}",11.78990189263599,58.456568559302646,71.789901892636
0.0,high,73091972,a4,latent_distribution_oracle,"{""COMPUTE"": 101.76413148123898, ""MEMORY"": 82.47249448820246, ""API_CREDITS"": 57.63255436984778, ""DATASET"": 6.340917768074787}",11.78990189263599,58.456568559302646,71.789901892636
0.0,high,73091972,a4,refreshed_calibration,"{""COMPUTE"": 124.0, ""MEMORY"": 101.66666666666666, ""API_CREDITS"": 67.66666666666666, ""DATASET"": 13.333333333333332}",11.78990189263599,58.456568559302646,71.789901892636
0.0,high,73091972,a4,stale_calibration,"{""COMPUTE"": 106.0, ""MEMORY"": 86.33333333333333, ""API_CREDITS"": 59.666666666666664, ""DATASET"": 8.0}",11.78990189263599,58.456568559302646,71.789901892636
0.0,high,73091972,a5,execution_queue_oracle,"{""COMPUTE"": 64.0, ""MEMORY"": 72.0, ""API_CREDITS"": 8.0, ""DATASET"": 64.0}",8.81802489902583,26.848641767640846,29.18197510097417
0.0,high,73091972,a5,latent_distribution_oracle,"{""COMPUTE"": 73.95320522187733, ""MEMORY"": 76.47117172790044, ""API_CREDITS"": 15.337146425420961, ""DATASET"": 56.57954827422456}",8.81802489902583,26.848641767640846,29.18197510097417
0.0,high,73091972,a5,refreshed_calibration,"{""COMPUTE"": 64.33333333333333, ""MEMORY"": 71.83333333333333, ""API_CREDITS"": 8.833333333333332, ""DATASET"": 62.666666666666664}",8.81802489902583,26.848641767640846,29.18197510097417
0.0,high,73091972,a5,stale_calibration,"{""COMPUTE"": 78.0, ""MEMORY"": 79.0, ""API_CREDITS"": 17.0, ""DATASET"": 56.0}",8.81802489902583,26.848641767640846,29.18197510097417
0.0,high,75104030,a0,execution_queue_oracle,"{""COMPUTE"": 64.0, ""MEMORY"": 72.0, ""API_CREDITS"": 8.0, ""DATASET"": 64.0}",0.004803329078816532,0.004803329078816532,0.004803329078816532
0.0,high,75104030,a0,latent_distribution_oracle,"{""COMPUTE"": 64.00200525032184, ""MEMORY"": 72.00153656621133, ""API_CREDITS"": 8.00124281134149, ""DATASET"": 63.999981298795845}",0.004803329078816532,0.004803329078816532,0.004803329078816532
0.0,high,75104030,a0,refreshed_calibration,"{""COMPUTE"": 64.0, ""MEMORY"": 72.0, ""API_CREDITS"": 8.0, ""DATASET"": 64.0}",0.004803329078816532,0.004803329078816532,0.004803329078816532
0.0,high,75104030,a0,stale_calibration,"{""COMPUTE"": 64.0, ""MEMORY"": 72.0, ""API_CREDITS"": 8.0, ""DATASET"": 64.0}",0.004803329078816532,0.004803329078816532,0.004803329078816532
0.0,high,75104030,a1,execution_queue_oracle,"{""COMPUTE"": 66.0, ""MEMORY"": 71.0, ""API_CREDITS"": 13.0, ""DATASET"": 56.0}",2.7248309949486256,2.3382256660074088,14.661774333992582
0.0,high,75104030,a1,latent_distribution_oracle,"{""COMPUTE"": 67.7261160395297, ""MEMORY"": 74.5756889633256, ""API_CREDITS"": 10.72437836848433, ""DATASET"": 63.08434769962161}",2.7248309949486256,2.3382256660074088,14.661774333992582
0.0,high,75104030,a1,refreshed_calibration,"{""COMPUTE"": 68.33333333333333, ""MEMORY"": 75.33333333333333, ""API_CREDITS"": 10.666666666666666, ""DATASET"": 64.0}",2.7248309949486256,2.3382256660074088,14.661774333992582
0.0,high,75104030,a1,stale_calibration,"{""COMPUTE"": 68.66666666666666, ""MEMORY"": 75.16666666666666, ""API_CREDITS"": 11.5, ""DATASET"": 62.666666666666664}",2.7248309949486256,2.3382256660074088,14.661774333992582
0.0,high,75104030,a2,execution_queue_oracle,"{""COMPUTE"": 152.0, ""MEMORY"": 117.0, ""API_CREDITS"": 75.0, ""DATASET"": 8.0}",17.93329938809442,9.266632721427744,83.73336727857226
0.0,high,75104030,a2,latent_distribution_oracle,"{""COMPUTE"": 115.95913118790628, ""MEMORY"": 93.15133082569616, ""API_CREDITS"": 56.41325541437665, ""DATASET"": 13.257084706551353}",17.93329938809442,9.266632721427744,83.73336727857226
0.0,high,75104030,a2,refreshed_calibration,"{""COMPUTE"": 113.0, ""MEMORY"": 90.33333333333333, ""API_CREDITS"": 53.0, ""DATASET"": 13.333333333333332}",17.93329938809442,9.266632721427744,83.73336727857226
0.0,high,75104030,a2,stale_calibration,"{""COMPUTE"": 110.33333333333333, ""MEMORY"": 91.83333333333333, ""API_CREDITS"": 52.166666666666664, ""DATASET"": 20.0}",17.93329938809442,9.266632721427744,83.73336727857226
0.0,high,75104030,a3,execution_queue_oracle,"{""COMPUTE"": 64.0, ""MEMORY"": 72.0, ""API_CREDITS"": 8.0, ""DATASET"": 64.0}",0.001774291687695495,0.001774291687695495,0.001774291687695495
0.0,high,75104030,a3,latent_distribution_oracle,"{""COMPUTE"": 64.00025225978099, ""MEMORY"": 71.99991712256374, ""API_CREDITS"": 8.000566426111334, ""DATASET"": 63.99912727164089}",0.001774291687695495,0.001774291687695495,0.001774291687695495
0.0,high,75104030,a3,refreshed_calibration,"{""COMPUTE"": 64.0, ""MEMORY"": 72.0, ""API_CREDITS"": 8.0, ""DATASET"": 64.0}",0.001774291687695495,0.001774291687695495,0.001774291687695495
0.0,high,75104030,a3,stale_calibration,"{""COMPUTE"": 64.0, ""MEMORY"": 72.0, ""API_CREDITS"": 8.0, ""DATASET"": 64.0}",0.001774291687695495,0.001774291687695495,0.001774291687695495
0.0,high,75104030,a4,execution_queue_oracle,"{""COMPUTE"": 116.0, ""MEMORY"": 88.0, ""API_CREDITS"": 60.0, ""DATASET"": 0.0}",21.646537837958228,21.646537837958228,33.02012882870844
0.0,high,75104030,a4,latent_distribution_oracle,"{""COMPUTE"": 127.99946722556257, ""MEMORY"": 98.83513250186326, ""API_CREDITS"": 65.49641072892638, ""DATASET"": 4.689118372356232}",21.646537837958228,21.646537837958228,33.02012882870844
0.0,high,75104030,a4,refreshed_calibration,"{""COMPUTE"": 138.0, ""MEMORY"": 106.0, ""API_CREDITS"": 69.33333333333333, ""DATASET"": 5.333333333333333}",21.646537837958228,21.646537837958228,33.02012882870844
0.0,high,75104030,a4,stale_calibration,"{""COMPUTE"": 138.0, ""MEMORY"": 106.0, ""API_CREDITS"": 69.33333333333333, ""DATASET"": 5.333333333333333}",21.646537837958228,21.646537837958228,33.02012882870844
0.0,high,75104030,a5,execution_queue_oracle,"{""COMPUTE"": 80.0, ""MEMORY"": 64.0, ""API_CREDITS"": 48.0, ""DATASET"": 0.0}",2.610565927498859,2.610565927498859,2.610565927498859
0.0,high,75104030,a5,latent_distribution_oracle,"{""COMPUTE"": 81.28198448423979, ""MEMORY"": 64.8727770237497, ""API_CREDITS"": 48.393678835676205, ""DATASET"": 0.06212558383316248}",2.610565927498859,2.610565927498859,2.610565927498859
0.0,high,75104030,a5,refreshed_calibration,"{""COMPUTE"": 80.0, ""MEMORY"": 64.0, ""API_CREDITS"": 48.0, ""DATASET"": 0.0}",2.610565927498859,2.610565927498859,2.610565927498859
0.0,high,75104030,a5,stale_calibration,"{""COMPUTE"": 80.0, ""MEMORY"": 64.0, ""API_CREDITS"": 48.0, ""DATASET"": 0.0}",2.610565927498859,2.610565927498859,2.610565927498859
0.0,high,75640271,a0,execution_queue_oracle,"{""COMPUTE"": 120.0, ""MEMORY"": 100.0, ""API_CREDITS"": 44.0, ""DATASET"": 32.0}",3.3166427054405716,28.649976038773907,41.01669062789277
0.0,high,75640271,a0,latent_distribution_oracle,"{""COMPUTE"": 104.88858762365402, ""MEMORY"": 92.44429378664952, ""API_CREDITS"": 34.28552066196433, ""DATASET"": 40.63509270016064}",3.3166427054405716,28.649976038773907,41.01669062789277
0.0,high,75640271,a0,refreshed_calibration,"{""COMPUTE"": 94.33333333333333, ""MEMORY"": 87.16666666666666, ""API_CREDITS"": 27.5, ""DATASET"": 46.666666666666664}",3.3166427054405716,28.649976038773907,41.01669062789277
0.0,high,75640271,a0,stale_calibration,"{""COMPUTE"": 103.66666666666666, ""MEMORY"": 91.83333333333333, ""API_CREDITS"": 33.5, ""DATASET"": 41.33333333333333}",3.3166427054405716,28.649976038773907,41.01669062789277
0.0,high,75640271,a1,execution_queue_oracle,"{""COMPUTE"": 272.0, ""MEMORY"": 232.0, ""API_CREDITS"": 136.0, ""DATASET"": 64.0}",0.23636142499633905,0.23636142499633905,0.23636142499633905
0.0,high,75640271,a1,latent_distribution_oracle,"{""COMPUTE"": 271.90088073474067, ""MEMORY"": 231.92375437818063, ""API_CREDITS"": 135.9390035324725, ""DATASET"": 63.999999929609864}",0.23636142499633905,0.23636142499633905,0.23636142499633905
0.0,high,75640271,a1,refreshed_calibration,"{""COMPUTE"": 272.0, ""MEMORY"": 232.0, ""API_CREDITS"": 136.0, ""DATASET"": 64.0}",0.23636142499633905,0.23636142499633905,0.23636142499633905
0.0,high,75640271,a1,stale_calibration,"{""COMPUTE"": 272.0, ""MEMORY"": 232.0, ""API_CREDITS"": 136.0, ""DATASET"": 64.0}",0.23636142499633905,0.23636142499633905,0.23636142499633905
0.0,high,75640271,a2,execution_queue_oracle,"{""COMPUTE"": 260.0, ""MEMORY"": 219.0, ""API_CREDITS"": 129.0, ""DATASET"": 56.0}",13.524097327281012,0.1907639939476553,20.190763993947655
0.0,high,75640271,a2,latent_distribution_oracle,"{""COMPUTE"": 266.05722903852035, ""MEMORY"": 225.5619982954964, ""API_CREDITS"": 132.53338365657498, ""DATASET"": 60.038153003355916}",13.524097327281012,0.1907639939476553,20.190763993947655
0.0,high,75640271,a2,refreshed_calibration,"{""COMPUTE"": 266.0, ""MEMORY"": 225.5, ""API_CREDITS"": 132.5, ""DATASET"": 60.0}",13.524097327281012,0.1907639939476553,20.190763993947655
0.0,high,75640271,a2,stale_calibration,"{""COMPUTE"": 262.0, ""MEMORY"": 221.16666666666666, ""API_CREDITS"": 130.16666666666666, ""DATASET"": 57.33333333333333}",13.524097327281012,0.1907639939476553,20.190763993947655
0.0,high,75640271,a3,execution_queue_oracle,"{""COMPUTE"": 64.0, ""MEMORY"": 72.0, ""API_CREDITS"": 8.0, ""DATASET"": 64.0}",0.008882176209876746,0.008882176209876746,0.008882176209876746
0.0,high,75640271,a3,latent_distribution_oracle,"{""COMPUTE"": 64.00372477288292, ""MEMORY"": 72.00286520289866, ""API_CREDITS"": 8.002292178334915, ""DATASET"": 63.99999997790662}",0.008882176209876746,0.008882176209876746,0.008882176209876746
0.0,high,75640271,a3,refreshed_calibration,"{""COMPUTE"": 64.0, ""MEMORY"": 72.0, ""API_CREDITS"": 8.0, ""DATASET"": 64.0}",0.008882176209876746,0.008882176209876746,0.008882176209876746
0.0,high,75640271,a3,stale_calibration,"{""COMPUTE"": 64.0, ""MEMORY"": 72.0, ""API_CREDITS"": 8.0, ""DATASET"": 64.0}",0.008882176209876746,0.008882176209876746,0.008882176209876746
0.0,high,75640271,a4,execution_queue_oracle,"{""COMPUTE"": 152.0, ""MEMORY"": 127.0, ""API_CREDITS"": 81.0, ""DATASET"": 24.0}",35.84362498899198,39.84362498899195,3.843624988991973
0.0,high,75640271,a4,latent_distribution_oracle,"{""COMPUTE"": 150.61194198286788, ""MEMORY"": 125.74103217318714, ""API_CREDITS"": 80.33714733637916, ""DATASET"": 23.466253518573854}",35.84362498899198,39.84362498899195,3.843624988991973
0.0,high,75640271,a4,refreshed_calibration,"{""COMPUTE"": 166.0, ""MEMORY"": 138.83333333333331, ""API_CREDITS"": 87.16666666666666, ""DATASET"": 28.0}",35.84362498899198,39.84362498899195,3.843624988991973
0.0,high,75640271,a4,stale_calibration,"{""COMPUTE"": 164.0, ""MEMORY"": 137.5, ""API_CREDITS"": 86.5, ""DATASET"": 28.0}",35.84362498899198,39.84362498899195,3.843624988991973
0.0,high,75640271,a5,execution_queue_oracle,"{""COMPUTE"": 76.0, ""MEMORY"": 66.0, ""API_CREDITS"": 38.0, ""DATASET"": 16.0}",0.9284087928588569,12.404924540474475,7.071591207141143
0.0,high,75640271,a5,latent_distribution_oracle,"{""COMPUTE"": 75.11654765298648, ""MEMORY"": 66.44243095965771, ""API_CREDITS"": 35.79032263181762, ""DATASET"": 19.53603053228753}",0.9284087928588569,12.404924540474475,7.071591207141143
0.0,high,75640271,a5,refreshed_calibration,"{""COMPUTE"": 76.66666666666666, ""MEMORY"": 65.66666666666666, ""API_CREDITS"": 39.666666666666664, ""DATASET"": 13.333333333333332}",0.9284087928588569,12.404924540474475,7.071591207141143
0.0,high,75640271,a5,stale_calibration,"{""COMPUTE"": 75.0, ""MEMORY"": 66.5, ""API_CREDITS"": 35.5, ""DATASET"": 20.0}",0.9284087928588569,12.404924540474475,7.071591207141143
0.0,high,87781505,a0,execution_queue_oracle,"{""COMPUTE"": 212.0, ""MEMORY"": 167.0, ""API_CREDITS"": 101.0, ""DATASET"": 24.0}",14.154182865018647,25.845817134981353,34.15418286501865
