sweep,cell,regime,concentration,floor_regime,contention,seed,policy,utility_family,task_workload_hash,scenario_hash,feasible,solver_status,fallback_allowed,fallback_used,completion_mean,completion_min,completion_p5,completed_tasks_per_run,quality_adjusted_completion,optional_refinement_rate,capacity_utilization,allocation_consumption,frac_agents_zero_completion,frac_agents_any_used_at_lower_bound,frac_agents_all_used_above_lower_bound,frac_agents_worse_than_equal,alloc_distance_from_equal_mean,mandatory_failures_total,blocked_total,backend_total,capacity_by_resource,mandatory_demand_by_resource,realized_contention_by_resource,capacity_violation,bound_violation,alloc_latency_ms
workload,homogeneous__moderate,homogeneous,,unit,moderate,1138347673,joint_linear,LINEAR,db9acdf82fca0f4e,9512ac75a9d0802f,True,optimal,False,False,0.625,0.625,0.625,30.0,0.42812500000000003,0.25,0.8571428571428571,0.8571428571428571,0.0,0.0,1.0,0.0,0.0057639286668957875,18,18,54,"{""COMPUTE"": 378, ""MEMORY"": 355, ""DATASET"": 185, ""API_CREDITS"": 125}","{""COMPUTE"": 492, ""MEMORY"": 462, ""DATASET"": 240, ""API_CREDITS"": 162}","{""COMPUTE"": 1.3015873015873016, ""MEMORY"": 1.3014084507042254, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.296}",0,0,629
workload,homogeneous__moderate,homogeneous,,unit,moderate,1138347673,joint_cobb_douglas,COBB_DOUGLAS,db9acdf82fca0f4e,9512ac75a9d0802f,True,optimal,False,False,0.625,0.625,0.625,30.0,0.42812500000000003,0.25,0.8571428571428571,0.8571428571428571,0.0,0.0,1.0,0.0,0.003837082012703504,18,18,54,"{""COMPUTE"": 378, ""MEMORY"": 355, ""DATASET"": 185, ""API_CREDITS"": 125}","{""COMPUTE"": 492, ""MEMORY"": 462, ""DATASET"": 240, ""API_CREDITS"": 162}","{""COMPUTE"": 1.3015873015873016, ""MEMORY"": 1.3014084507042254, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.296}",0,0,630
workload,homogeneous__moderate,homogeneous,,unit,moderate,1138347673,joint_ces,CES,db9acdf82fca0f4e,9512ac75a9d0802f,True,optimal,False,False,0.625,0.625,0.625,30.0,0.42812500000000003,0.25,0.8571428571428571,0.8571428571428571,0.0,0.0,1.0,0.0,0.0057639286668957875,18,18,54,"{""COMPUTE"": 378, ""MEMORY"": 355, ""DATASET"": 185, ""API_CREDITS"": 125}","{""COMPUTE"": 492, ""MEMORY"": 462, ""DATASET"": 240, ""API_CREDITS"": 162}","{""COMPUTE"": 1.3015873015873016, ""MEMORY"": 1.3014084507042254, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.296}",0,0,625
workload,homogeneous__moderate,homogeneous,,unit,moderate,1138347673,joint_leontief,LEONTIEF,db9acdf82fca0f4e,9512ac75a9d0802f,True,optimal,False,False,0.625,0.625,0.625,30.0,0.42812500000000003,0.25,0.8571428571428571,0.8571428571428571,0.0,0.0,1.0,0.0,0.0057639286668957875,18,18,54,"{""COMPUTE"": 378, ""MEMORY"": 355, ""DATASET"": 185, ""API_CREDITS"": 125}","{""COMPUTE"": 492, ""MEMORY"": 462, ""DATASET"": 240, ""API_CREDITS"": 162}","{""COMPUTE"": 1.3015873015873016, ""MEMORY"": 1.3014084507042254, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.296}",0,0,642
workload,homogeneous__moderate,homogeneous,,unit,moderate,2342860720,equal,none,633dd143f984634b,3a2b7c3046719ecc,True,equal,False,False,0.8541666666666666,0.75,0.78125,41.0,0.6,0.0,0.9772859638905067,0.9772859638905067,0.0,0.0,1.0,0.0,0.0,7,42,88,"{""COMPUTE"": 683, ""MEMORY"": 572, ""DATASET"": 148, ""API_CREDITS"": 314}","{""COMPUTE"": 888, ""MEMORY"": 744, ""DATASET"": 192, ""API_CREDITS"": 408}","{""COMPUTE"": 1.3001464128843339, ""MEMORY"": 1.3006993006993006, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.2993630573248407}",0,0,0
workload,homogeneous__moderate,homogeneous,,unit,moderate,2342860720,drf,none,633dd143f984634b,3a2b7c3046719ecc,True,drf,False,False,0.8541666666666666,0.75,0.78125,41.0,0.6,0.0,0.9772859638905067,0.9772859638905067,0.0,0.0,1.0,0.0,0.0,7,42,88,"{""COMPUTE"": 683, ""MEMORY"": 572, ""DATASET"": 148, ""API_CREDITS"": 314}","{""COMPUTE"": 888, ""MEMORY"": 744, ""DATASET"": 192, ""API_CREDITS"": 408}","{""COMPUTE"": 1.3001464128843339, ""MEMORY"": 1.3006993006993006, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.2993630573248407}",0,0,0
workload,homogeneous__moderate,homogeneous,,unit,moderate,2342860720,decomposed_cobb_douglas,COBB_DOUGLAS,633dd143f984634b,3a2b7c3046719ecc,True,decomposed_cobb_douglas,False,False,0.8541666666666666,0.75,0.78125,41.0,0.6,0.0,0.9772859638905067,0.9772859638905067,0.0,0.0,1.0,0.0,0.0,7,42,88,"{""COMPUTE"": 683, ""MEMORY"": 572, ""DATASET"": 148, ""API_CREDITS"": 314}","{""COMPUTE"": 888, ""MEMORY"": 744, ""DATASET"": 192, ""API_CREDITS"": 408}","{""COMPUTE"": 1.3001464128843339, ""MEMORY"": 1.3006993006993006, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.2993630573248407}",0,0,0
workload,homogeneous__moderate,homogeneous,,unit,moderate,2342860720,joint_linear,LINEAR,633dd143f984634b,3a2b7c3046719ecc,True,optimal,False,False,0.8541666666666666,0.75,0.78125,41.0,0.5999999999999999,0.0,0.9772859638905067,0.9772859638905067,0.0,0.0,1.0,0.16666666666666666,0.008144479377800355,7,42,88,"{""COMPUTE"": 683, ""MEMORY"": 572, ""DATASET"": 148, ""API_CREDITS"": 314}","{""COMPUTE"": 888, ""MEMORY"": 744, ""DATASET"": 192, ""API_CREDITS"": 408}","{""COMPUTE"": 1.3001464128843339, ""MEMORY"": 1.3006993006993006, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.2993630573248407}",0,0,615
workload,homogeneous__moderate,homogeneous,,unit,moderate,2342860720,joint_cobb_douglas,COBB_DOUGLAS,633dd143f984634b,3a2b7c3046719ecc,True,optimal,False,False,0.8541666666666666,0.75,0.78125,41.0,0.6,0.0,0.9772859638905067,0.9772859638905067,0.0,0.0,1.0,0.0,0.0034843628593628595,7,42,88,"{""COMPUTE"": 683, ""MEMORY"": 572, ""DATASET"": 148, ""API_CREDITS"": 314}","{""COMPUTE"": 888, ""MEMORY"": 744, ""DATASET"": 192, ""API_CREDITS"": 408}","{""COMPUTE"": 1.3001464128843339, ""MEMORY"": 1.3006993006993006, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.2993630573248407}",0,0,630
workload,homogeneous__moderate,homogeneous,,unit,moderate,2342860720,joint_ces,CES,633dd143f984634b,3a2b7c3046719ecc,True,optimal,False,False,0.8541666666666666,0.75,0.78125,41.0,0.5999999999999999,0.0,0.9772859638905067,0.9772859638905067,0.0,0.0,1.0,0.16666666666666666,0.008140432498753476,7,42,88,"{""COMPUTE"": 683, ""MEMORY"": 572, ""DATASET"": 148, ""API_CREDITS"": 314}","{""COMPUTE"": 888, ""MEMORY"": 744, ""DATASET"": 192, ""API_CREDITS"": 408}","{""COMPUTE"": 1.3001464128843339, ""MEMORY"": 1.3006993006993006, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.2993630573248407}",0,0,634
workload,homogeneous__moderate,homogeneous,,unit,moderate,2342860720,joint_leontief,LEONTIEF,633dd143f984634b,3a2b7c3046719ecc,True,optimal,False,False,0.8541666666666666,0.75,0.78125,41.0,0.5999999999999999,0.0,0.9772859638905067,0.9772859638905067,0.0,0.0,1.0,0.16666666666666666,0.008140432498753476,7,42,88,"{""COMPUTE"": 683, ""MEMORY"": 572, ""DATASET"": 148, ""API_CREDITS"": 314}","{""COMPUTE"": 888, ""MEMORY"": 744, ""DATASET"": 192, ""API_CREDITS"": 408}","{""COMPUTE"": 1.3001464128843339, ""MEMORY"": 1.3006993006993006, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.2993630573248407}",0,0,622
workload,homogeneous__moderate,homogeneous,,unit,moderate,1473714878,equal,none,fd30f3f03eaaa13e,fa5b78a99028f5f0,True,equal,False,False,0.875,0.875,0.875,42.0,0.59375,0.0,0.8993186979560939,0.8993186979560939,0.0,0.0,1.0,0.0,0.0,6,42,72,"{""COMPUTE"": 508, ""MEMORY"": 443, ""DATASET"": 148, ""API_CREDITS"": 222}","{""COMPUTE"": 660, ""MEMORY"": 576, ""DATASET"": 192, ""API_CREDITS"": 288}","{""COMPUTE"": 1.2992125984251968, ""MEMORY"": 1.3002257336343115, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.2972972972972974}",0,0,0
workload,homogeneous__moderate,homogeneous,,unit,moderate,1473714878,drf,none,fd30f3f03eaaa13e,fa5b78a99028f5f0,True,drf,False,False,0.875,0.875,0.875,42.0,0.59375,0.0,0.8993186979560939,0.9,0.0,0.0,1.0,0.0,0.0007645259938837921,6,42,72,"{""COMPUTE"": 508, ""MEMORY"": 443, ""DATASET"": 148, ""API_CREDITS"": 222}","{""COMPUTE"": 660, ""MEMORY"": 576, ""DATASET"": 192, ""API_CREDITS"": 288}","{""COMPUTE"": 1.2992125984251968, ""MEMORY"": 1.3002257336343115, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.2972972972972974}",0,0,0
workload,homogeneous__moderate,homogeneous,,unit,moderate,1473714878,decomposed_cobb_douglas,COBB_DOUGLAS,fd30f3f03eaaa13e,fa5b78a99028f5f0,True,decomposed_cobb_douglas,False,False,0.875,0.875,0.875,42.0,0.59375,0.0,0.8993186979560939,0.8993186979560939,0.0,0.0,1.0,0.0,0.0,6,42,72,"{""COMPUTE"": 508, ""MEMORY"": 443, ""DATASET"": 148, ""API_CREDITS"": 222}","{""COMPUTE"": 660, ""MEMORY"": 576, ""DATASET"": 192, ""API_CREDITS"": 288}","{""COMPUTE"": 1.2992125984251968, ""MEMORY"": 1.3002257336343115, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.2972972972972974}",0,0,0
workload,homogeneous__moderate,homogeneous,,unit,moderate,1473714878,joint_linear,LINEAR,fd30f3f03eaaa13e,fa5b78a99028f5f0,True,optimal,False,False,0.875,0.875,0.875,42.0,0.59375,0.0,0.8993186979560939,0.8993186979560939,0.0,0.0,1.0,0.0,0.007586387061728789,6,42,72,"{""COMPUTE"": 508, ""MEMORY"": 443, ""DATASET"": 148, ""API_CREDITS"": 222}","{""COMPUTE"": 660, ""MEMORY"": 576, ""DATASET"": 192, ""API_CREDITS"": 288}","{""COMPUTE"": 1.2992125984251968, ""MEMORY"": 1.3002257336343115, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.2972972972972974}",0,0,636
workload,homogeneous__moderate,homogeneous,,unit,moderate,1473714878,joint_cobb_douglas,COBB_DOUGLAS,fd30f3f03eaaa13e,fa5b78a99028f5f0,True,optimal,False,False,0.875,0.875,0.875,42.0,0.59375,0.0,0.8993186979560939,0.8993186979560939,0.0,0.0,1.0,0.0,0.004549039448018519,6,42,72,"{""COMPUTE"": 508, ""MEMORY"": 443, ""DATASET"": 148, ""API_CREDITS"": 222}","{""COMPUTE"": 660, ""MEMORY"": 576, ""DATASET"": 192, ""API_CREDITS"": 288}","{""COMPUTE"": 1.2992125984251968, ""MEMORY"": 1.3002257336343115, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.2972972972972974}",0,0,637
workload,homogeneous__moderate,homogeneous,,unit,moderate,1473714878,joint_ces,CES,fd30f3f03eaaa13e,fa5b78a99028f5f0,True,optimal,False,False,0.875,0.875,0.875,42.0,0.59375,0.0,0.8993186979560939,0.8993186979560939,0.0,0.0,1.0,0.0,0.007586387061728789,6,42,72,"{""COMPUTE"": 508, ""MEMORY"": 443, ""DATASET"": 148, ""API_CREDITS"": 222}","{""COMPUTE"": 660, ""MEMORY"": 576, ""DATASET"": 192, ""API_CREDITS"": 288}","{""COMPUTE"": 1.2992125984251968, ""MEMORY"": 1.3002257336343115, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.2972972972972974}",0,0,621
workload,homogeneous__moderate,homogeneous,,unit,moderate,1473714878,joint_leontief,LEONTIEF,fd30f3f03eaaa13e,fa5b78a99028f5f0,True,optimal,False,False,0.875,0.875,0.875,42.0,0.59375,0.0,0.8993186979560939,0.8993186979560939,0.0,0.0,1.0,0.0,0.007586387061728789,6,42,72,"{""COMPUTE"": 508, ""MEMORY"": 443, ""DATASET"": 148, ""API_CREDITS"": 222}","{""COMPUTE"": 660, ""MEMORY"": 576, ""DATASET"": 192, ""API_CREDITS"": 288}","{""COMPUTE"": 1.2992125984251968, ""MEMORY"": 1.3002257336343115, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.2972972972972974}",0,0,657
workload,homogeneous__moderate,homogeneous,,unit,moderate,2114544130,equal,none,a87f29994988420d,d7769260b72aa7d4,True,equal,False,False,0.75,0.75,0.75,36.0,0.571875,0.125,0.9635499207606973,0.9635499207606973,0.0,0.0,1.0,0.0,0.0,12,42,72,"{""COMPUTE"": 748, ""MEMORY"": 628, ""DATASET"": 148, ""API_CREDITS"": 369}","{""COMPUTE"": 972, ""MEMORY"": 816, ""DATASET"": 192, ""API_CREDITS"": 480}","{""COMPUTE"": 1.2994652406417113, ""MEMORY"": 1.2993630573248407, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3008130081300813}",0,0,0
workload,homogeneous__moderate,homogeneous,,unit,moderate,2114544130,drf,none,a87f29994988420d,d7769260b72aa7d4,True,drf,False,False,0.75,0.75,0.75,36.0,0.571875,0.125,0.9635499207606973,0.9645690111052353,0.0,0.0,1.0,0.0,0.0010548523206751054,12,42,72,"{""COMPUTE"": 748, ""MEMORY"": 628, ""DATASET"": 148, ""API_CREDITS"": 369}","{""COMPUTE"": 972, ""MEMORY"": 816, ""DATASET"": 192, ""API_CREDITS"": 480}","{""COMPUTE"": 1.2994652406417113, ""MEMORY"": 1.2993630573248407, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3008130081300813}",0,0,0
workload,homogeneous__moderate,homogeneous,,unit,moderate,2114544130,decomposed_cobb_douglas,COBB_DOUGLAS,a87f29994988420d,d7769260b72aa7d4,True,decomposed_cobb_douglas,False,False,0.75,0.75,0.75,36.0,0.571875,0.125,0.9635499207606973,0.9635499207606973,0.0,0.0,1.0,0.0,0.0,12,42,72,"{""COMPUTE"": 748, ""MEMORY"": 628, ""DATASET"": 148, ""API_CREDITS"": 369}","{""COMPUTE"": 972, ""MEMORY"": 816, ""DATASET"": 192, ""API_CREDITS"": 480}","{""COMPUTE"": 1.2994652406417113, ""MEMORY"": 1.2993630573248407, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3008130081300813}",0,0,0
workload,homogeneous__moderate,homogeneous,,unit,moderate,2114544130,joint_linear,LINEAR,a87f29994988420d,d7769260b72aa7d4,True,optimal,False,False,0.75,0.75,0.75,36.0,0.571875,0.125,0.9635499207606973,0.9635499207606973,0.0,0.0,1.0,0.0,0.008460894545726398,12,42,72,"{""COMPUTE"": 748, ""MEMORY"": 628, ""DATASET"": 148, ""API_CREDITS"": 369}","{""COMPUTE"": 972, ""MEMORY"": 816, ""DATASET"": 192, ""API_CREDITS"": 480}","{""COMPUTE"": 1.2994652406417113, ""MEMORY"": 1.2993630573248407, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3008130081300813}",0,0,632
workload,homogeneous__moderate,homogeneous,,unit,moderate,2114544130,joint_cobb_douglas,COBB_DOUGLAS,a87f29994988420d,d7769260b72aa7d4,True,optimal,False,False,0.75,0.75,0.75,36.0,0.571875,0.125,0.9635499207606973,0.9635499207606973,0.0,0.0,1.0,0.0,0.002111432234320547,12,42,72,"{""COMPUTE"": 748, ""MEMORY"": 628, ""DATASET"": 148, ""API_CREDITS"": 369}","{""COMPUTE"": 972, ""MEMORY"": 816, ""DATASET"": 192, ""API_CREDITS"": 480}","{""COMPUTE"": 1.2994652406417113, ""MEMORY"": 1.2993630573248407, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3008130081300813}",0,0,643
workload,homogeneous__moderate,homogeneous,,unit,moderate,2114544130,joint_ces,CES,a87f29994988420d,d7769260b72aa7d4,True,optimal,False,False,0.75,0.75,0.75,36.0,0.571875,0.125,0.9635499207606973,0.9635499207606973,0.0,0.0,1.0,0.0,0.00951913826429404,12,42,72,"{""COMPUTE"": 748, ""MEMORY"": 628, ""DATASET"": 148, ""API_CREDITS"": 369}","{""COMPUTE"": 972, ""MEMORY"": 816, ""DATASET"": 192, ""API_CREDITS"": 480}","{""COMPUTE"": 1.2994652406417113, ""MEMORY"": 1.2993630573248407, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3008130081300813}",0,0,633
workload,homogeneous__moderate,homogeneous,,unit,moderate,2114544130,joint_leontief,LEONTIEF,a87f29994988420d,d7769260b72aa7d4,True,optimal,False,False,0.75,0.75,0.75,36.0,0.571875,0.125,0.9635499207606973,0.9635499207606973,0.0,0.0,1.0,0.0,0.008460894545726398,12,42,72,"{""COMPUTE"": 748, ""MEMORY"": 628, ""DATASET"": 148, ""API_CREDITS"": 369}","{""COMPUTE"": 972, ""MEMORY"": 816, ""DATASET"": 192, ""API_CREDITS"": 480}","{""COMPUTE"": 1.2994652406417113, ""MEMORY"": 1.2993630573248407, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3008130081300813}",0,0,633
workload,homogeneous__moderate,homogeneous,,unit,moderate,147595965,equal,none,cd5c567e4a901f1b,acb3f0fa6e7ff141,True,equal,False,False,0.625,0.625,0.625,30.0,0.46249999999999997,0.0,0.9416380578715057,0.9416380578715057,0.0,0.0,1.0,0.0,0.0,18,30,90,"{""COMPUTE"": 858, ""MEMORY"": 678, ""DATASET"": 111, ""API_CREDITS"": 392}","{""COMPUTE"": 1116, ""MEMORY"": 882, ""DATASET"": 144, ""API_CREDITS"": 510}","{""COMPUTE"": 1.3006993006993006, ""MEMORY"": 1.3008849557522124, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3010204081632653}",0,0,0
workload,homogeneous__moderate,homogeneous,,unit,moderate,147595965,drf,none,cd5c567e4a901f1b,acb3f0fa6e7ff141,True,drf,False,False,0.625,0.625,0.625,30.0,0.46249999999999997,0.0,0.9416380578715057,0.9416380578715057,0.0,0.0,1.0,0.0,0.0,18,30,90,"{""COMPUTE"": 858, ""MEMORY"": 678, ""DATASET"": 111, ""API_CREDITS"": 392}","{""COMPUTE"": 1116, ""MEMORY"": 882, ""DATASET"": 144, ""API_CREDITS"": 510}","{""COMPUTE"": 1.3006993006993006, ""MEMORY"": 1.3008849557522124, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3010204081632653}",0,0,0
workload,homogeneous__moderate,homogeneous,,unit,moderate,147595965,decomposed_cobb_douglas,COBB_DOUGLAS,cd5c567e4a901f1b,acb3f0fa6e7ff141,True,decomposed_cobb_douglas,False,False,0.625,0.625,0.625,30.0,0.46249999999999997,0.0,0.9416380578715057,0.9416380578715057,0.0,0.0,1.0,0.0,0.0,18,30,90,"{""COMPUTE"": 858, ""MEMORY"": 678, ""DATASET"": 111, ""API_CREDITS"": 392}","{""COMPUTE"": 1116, ""MEMORY"": 882, ""DATASET"": 144, ""API_CREDITS"": 510}","{""COMPUTE"": 1.3006993006993006, ""MEMORY"": 1.3008849557522124, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3010204081632653}",0,0,0
workload,homogeneous__moderate,homogeneous,,unit,moderate,147595965,joint_linear,LINEAR,cd5c567e4a901f1b,acb3f0fa6e7ff141,True,optimal,False,False,0.625,0.625,0.625,30.0,0.46249999999999997,0.0,0.9416380578715057,0.9416380578715057,0.0,0.0,1.0,0.0,0.004901994708211228,18,30,90,"{""COMPUTE"": 858, ""MEMORY"": 678, ""DATASET"": 111, ""API_CREDITS"": 392}","{""COMPUTE"": 1116, ""MEMORY"": 882, ""DATASET"": 144, ""API_CREDITS"": 510}","{""COMPUTE"": 1.3006993006993006, ""MEMORY"": 1.3008849557522124, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3010204081632653}",0,0,616
