sweep,cell,regime,concentration,floor_regime,contention,seed,policy,utility_family,task_workload_hash,scenario_hash,feasible,solver_status,fallback_allowed,fallback_used,completion_mean,completion_min,completion_p5,completed_tasks_per_run,quality_adjusted_completion,optional_refinement_rate,capacity_utilization,allocation_consumption,frac_agents_zero_completion,frac_agents_any_used_at_lower_bound,frac_agents_all_used_above_lower_bound,frac_agents_worse_than_equal,alloc_distance_from_equal_mean,mandatory_failures_total,blocked_total,backend_total,capacity_by_resource,mandatory_demand_by_resource,realized_contention_by_resource,capacity_violation,bound_violation,alloc_latency_ms
floor,iid_uniform__zero__moderate,iid_uniform,,zero,moderate,1473714878,drf,none,3101ee38c2d3e61e,97a24b960c88ab57,True,drf,False,False,0.7916666666666666,0.5,0.5625,38.0,0.5739583333333333,0.06944444444444443,0.9481236203090507,0.9518005540166204,0.0,0.0,1.0,0.16666666666666666,0.10417371590335404,10,39,85,"{""COMPUTE"": 723, ""MEMORY"": 603, ""DATASET"": 148, ""API_CREDITS"": 338}","{""COMPUTE"": 940, ""MEMORY"": 784, ""DATASET"": 192, ""API_CREDITS"": 440}","{""COMPUTE"": 1.3001383125864454, ""MEMORY"": 1.3001658374792704, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.301775147928994}",0,0,0
floor,iid_uniform__zero__moderate,iid_uniform,,zero,moderate,1473714878,joint_linear,LINEAR,3101ee38c2d3e61e,97a24b960c88ab57,True,optimal,False,False,0.08333333333333333,0.0,0.0,4.0,0.05625,0.0,0.05518763796909492,0.05518763796909492,0.8333333333333334,0.8333333333333334,0.16666666666666666,1.0,0.7506151050427126,44,4,6,"{""COMPUTE"": 723, ""MEMORY"": 603, ""DATASET"": 148, ""API_CREDITS"": 338}","{""COMPUTE"": 940, ""MEMORY"": 784, ""DATASET"": 192, ""API_CREDITS"": 440}","{""COMPUTE"": 1.3001383125864454, ""MEMORY"": 1.3001658374792704, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.301775147928994}",0,0,638
floor,iid_uniform__zero__moderate,iid_uniform,,zero,moderate,2114544130,equal,none,c84a7c89ed9e95f2,a0b7818db4407803,True,equal,False,False,0.7083333333333334,0.5,0.5,34.0,0.5177083333333333,0.2916666666666667,0.9123919308357349,0.9123919308357349,0.0,0.0,1.0,0.0,0.0,14,27,80,"{""COMPUTE"": 694, ""MEMORY"": 578, ""DATASET"": 142, ""API_CREDITS"": 321}","{""COMPUTE"": 902, ""MEMORY"": 751, ""DATASET"": 184, ""API_CREDITS"": 417}","{""COMPUTE"": 1.2997118155619596, ""MEMORY"": 1.2993079584775087, ""DATASET"": 1.295774647887324, ""API_CREDITS"": 1.2990654205607477}",0,0,0
floor,iid_uniform__zero__moderate,iid_uniform,,zero,moderate,2114544130,drf,none,c84a7c89ed9e95f2,a0b7818db4407803,True,drf,False,False,0.7916666666666666,0.5,0.5625,38.0,0.5744791666666667,0.1974206349206349,0.9348703170028818,0.9435718440954043,0.0,0.0,1.0,0.0,0.129540625357862,10,36,86,"{""COMPUTE"": 694, ""MEMORY"": 578, ""DATASET"": 142, ""API_CREDITS"": 321}","{""COMPUTE"": 902, ""MEMORY"": 751, ""DATASET"": 184, ""API_CREDITS"": 417}","{""COMPUTE"": 1.2997118155619596, ""MEMORY"": 1.2993079584775087, ""DATASET"": 1.295774647887324, ""API_CREDITS"": 1.2990654205607477}",0,0,0
floor,iid_uniform__zero__moderate,iid_uniform,,zero,moderate,2114544130,joint_linear,LINEAR,c84a7c89ed9e95f2,a0b7818db4407803,True,optimal,False,False,0.08333333333333333,0.0,0.0,4.0,0.05625,0.0,0.05763688760806916,0.05763688760806916,0.8333333333333334,0.8333333333333334,0.16666666666666666,1.0,0.7588556870542061,44,4,6,"{""COMPUTE"": 694, ""MEMORY"": 578, ""DATASET"": 142, ""API_CREDITS"": 321}","{""COMPUTE"": 902, ""MEMORY"": 751, ""DATASET"": 184, ""API_CREDITS"": 417}","{""COMPUTE"": 1.2997118155619596, ""MEMORY"": 1.2993079584775087, ""DATASET"": 1.295774647887324, ""API_CREDITS"": 1.2990654205607477}",0,0,657
floor,iid_uniform__zero__moderate,iid_uniform,,zero,moderate,147595965,equal,none,bf037f7995743c11,67cbbd44350d4eb5,True,equal,False,False,0.75,0.75,0.75,36.0,0.5494791666666666,0.12222222222222223,0.9645002730748226,0.9645002730748226,0.0,0.0,1.0,0.0,0.0,12,34,84,"{""COMPUTE"": 732, ""MEMORY"": 609, ""DATASET"": 148, ""API_CREDITS"": 342}","{""COMPUTE"": 952, ""MEMORY"": 792, ""DATASET"": 192, ""API_CREDITS"": 444}","{""COMPUTE"": 1.3005464480874316, ""MEMORY"": 1.3004926108374384, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.2982456140350878}",0,0,0
floor,iid_uniform__zero__moderate,iid_uniform,,zero,moderate,147595965,drf,none,bf037f7995743c11,67cbbd44350d4eb5,True,drf,False,False,0.7291666666666666,0.625,0.625,35.0,0.5421874999999999,0.10714285714285714,0.9475696340797378,0.9496442255062945,0.0,0.0,1.0,0.3333333333333333,0.08085170094974016,13,34,82,"{""COMPUTE"": 732, ""MEMORY"": 609, ""DATASET"": 148, ""API_CREDITS"": 342}","{""COMPUTE"": 952, ""MEMORY"": 792, ""DATASET"": 192, ""API_CREDITS"": 444}","{""COMPUTE"": 1.3005464480874316, ""MEMORY"": 1.3004926108374384, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.2982456140350878}",0,0,0
floor,iid_uniform__zero__moderate,iid_uniform,,zero,moderate,147595965,joint_linear,LINEAR,bf037f7995743c11,67cbbd44350d4eb5,True,optimal,False,False,0.1875,0.0,0.0,9.0,0.13229166666666667,0.0,0.156198798470781,0.156198798470781,0.5,0.5,0.5,1.0,0.7635800111290307,39,11,14,"{""COMPUTE"": 732, ""MEMORY"": 609, ""DATASET"": 148, ""API_CREDITS"": 342}","{""COMPUTE"": 952, ""MEMORY"": 792, ""DATASET"": 192, ""API_CREDITS"": 444}","{""COMPUTE"": 1.3005464480874316, ""MEMORY"": 1.3004926108374384, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.2982456140350878}",0,0,757
floor,iid_uniform__zero__moderate,iid_uniform,,zero,moderate,393081195,equal,none,47e71f92b92d189c,c3dd8295dc6eda4e,True,equal,False,False,0.6458333333333334,0.375,0.40625,31.0,0.4822916666666666,0.33888888888888885,0.8988505747126436,0.8988505747126436,0.0,0.0,1.0,0.0,0.0,17,20,78,"{""COMPUTE"": 688, ""MEMORY"": 581, ""DATASET"": 166, ""API_CREDITS"": 305}","{""COMPUTE"": 894, ""MEMORY"": 755, ""DATASET"": 216, ""API_CREDITS"": 397}","{""COMPUTE"": 1.2994186046511629, ""MEMORY"": 1.2994836488812394, ""DATASET"": 1.3012048192771084, ""API_CREDITS"": 1.301639344262295}",0,0,0
floor,iid_uniform__zero__moderate,iid_uniform,,zero,moderate,393081195,drf,none,47e71f92b92d189c,c3dd8295dc6eda4e,True,drf,False,False,0.7916666666666666,0.5,0.53125,38.0,0.5593750000000001,0.21825396825396826,0.9563218390804598,0.9596309111880046,0.0,0.0,1.0,0.0,0.1683942834564948,10,29,90,"{""COMPUTE"": 688, ""MEMORY"": 581, ""DATASET"": 166, ""API_CREDITS"": 305}","{""COMPUTE"": 894, ""MEMORY"": 755, ""DATASET"": 216, ""API_CREDITS"": 397}","{""COMPUTE"": 1.2994186046511629, ""MEMORY"": 1.2994836488812394, ""DATASET"": 1.3012048192771084, ""API_CREDITS"": 1.301639344262295}",0,0,0
floor,iid_uniform__zero__moderate,iid_uniform,,zero,moderate,393081195,joint_linear,LINEAR,47e71f92b92d189c,c3dd8295dc6eda4e,True,optimal,False,False,0.14583333333333334,0.0,0.0,7.0,0.10104166666666665,0.0,0.12643678160919541,0.12643678160919541,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6351864533039622,41,8,13,"{""COMPUTE"": 688, ""MEMORY"": 581, ""DATASET"": 166, ""API_CREDITS"": 305}","{""COMPUTE"": 894, ""MEMORY"": 755, ""DATASET"": 216, ""API_CREDITS"": 397}","{""COMPUTE"": 1.2994186046511629, ""MEMORY"": 1.2994836488812394, ""DATASET"": 1.3012048192771084, ""API_CREDITS"": 1.301639344262295}",0,0,698
floor,iid_uniform__zero__moderate,iid_uniform,,zero,moderate,1217898226,equal,none,b1027603f15915a9,f2dff0fecfc3c2cd,True,equal,False,False,0.75,0.625,0.625,36.0,0.5546874999999999,0.13253968253968254,0.9475153545505304,0.9475153545505304,0.0,0.0,1.0,0.0,0.0,12,35,78,"{""COMPUTE"": 702, ""MEMORY"": 596, ""DATASET"": 166, ""API_CREDITS"": 327}","{""COMPUTE"": 912, ""MEMORY"": 775, ""DATASET"": 216, ""API_CREDITS"": 425}","{""COMPUTE"": 1.2991452991452992, ""MEMORY"": 1.3003355704697988, ""DATASET"": 1.3012048192771084, ""API_CREDITS"": 1.2996941896024465}",0,0,0
floor,iid_uniform__zero__moderate,iid_uniform,,zero,moderate,1217898226,drf,none,b1027603f15915a9,f2dff0fecfc3c2cd,True,drf,False,False,0.7291666666666666,0.625,0.625,35.0,0.5317708333333333,0.07142857142857142,0.9357900614182021,0.9363128491620112,0.0,0.0,1.0,0.3333333333333333,0.04636333544367782,13,35,78,"{""COMPUTE"": 702, ""MEMORY"": 596, ""DATASET"": 166, ""API_CREDITS"": 327}","{""COMPUTE"": 912, ""MEMORY"": 775, ""DATASET"": 216, ""API_CREDITS"": 425}","{""COMPUTE"": 1.2991452991452992, ""MEMORY"": 1.3003355704697988, ""DATASET"": 1.3012048192771084, ""API_CREDITS"": 1.2996941896024465}",0,0,0
floor,iid_uniform__zero__moderate,iid_uniform,,zero,moderate,1217898226,joint_linear,LINEAR,b1027603f15915a9,f2dff0fecfc3c2cd,True,optimal,False,False,0.0625,0.0,0.0,3.0,0.043750000000000004,0.0,0.0413176996091569,0.0413176996091569,0.6666666666666666,0.8333333333333334,0.16666666666666666,1.0,0.8129938677827987,45,4,4,"{""COMPUTE"": 702, ""MEMORY"": 596, ""DATASET"": 166, ""API_CREDITS"": 327}","{""COMPUTE"": 912, ""MEMORY"": 775, ""DATASET"": 216, ""API_CREDITS"": 425}","{""COMPUTE"": 1.2991452991452992, ""MEMORY"": 1.3003355704697988, ""DATASET"": 1.3012048192771084, ""API_CREDITS"": 1.2996941896024465}",0,0,696
floor,iid_uniform__zero__moderate,iid_uniform,,zero,moderate,1595745102,equal,none,be465bac15b0db77,e7a467bbc9086df6,True,equal,False,False,0.7708333333333334,0.625,0.65625,37.0,0.5526041666666668,0.07242063492063493,0.9241676942046856,0.9241676942046856,0.0,0.0,1.0,0.0,0.0,11,36,80,"{""COMPUTE"": 643, ""MEMORY"": 542, ""DATASET"": 148, ""API_CREDITS"": 289}","{""COMPUTE"": 836, ""MEMORY"": 704, ""DATASET"": 192, ""API_CREDITS"": 376}","{""COMPUTE"": 1.3001555209953344, ""MEMORY"": 1.2988929889298892, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.301038062283737}",0,0,0
floor,iid_uniform__zero__moderate,iid_uniform,,zero,moderate,1595745102,drf,none,be465bac15b0db77,e7a467bbc9086df6,True,drf,False,False,0.75,0.5,0.53125,36.0,0.5427083333333333,0.15436507936507937,0.938964241676942,0.9412855377008653,0.0,0.0,1.0,0.16666666666666666,0.10334364952094012,12,30,82,"{""COMPUTE"": 643, ""MEMORY"": 542, ""DATASET"": 148, ""API_CREDITS"": 289}","{""COMPUTE"": 836, ""MEMORY"": 704, ""DATASET"": 192, ""API_CREDITS"": 376}","{""COMPUTE"": 1.3001555209953344, ""MEMORY"": 1.2988929889298892, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.301038062283737}",0,0,0
floor,iid_uniform__zero__moderate,iid_uniform,,zero,moderate,1595745102,joint_linear,LINEAR,be465bac15b0db77,e7a467bbc9086df6,True,optimal,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.7953938070478088,48,0,0,"{""COMPUTE"": 643, ""MEMORY"": 542, ""DATASET"": 148, ""API_CREDITS"": 289}","{""COMPUTE"": 836, ""MEMORY"": 704, ""DATASET"": 192, ""API_CREDITS"": 376}","{""COMPUTE"": 1.3001555209953344, ""MEMORY"": 1.2988929889298892, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.301038062283737}",0,0,644
floor,iid_uniform__zero__moderate,iid_uniform,,zero,moderate,2413048586,equal,none,65889a103bcbd17c,998288de74e82304,True,equal,False,False,0.7708333333333334,0.625,0.65625,37.0,0.5437500000000001,0.027777777777777776,0.9569825436408977,0.9569825436408977,0.0,0.0,1.0,0.0,0.0,11,34,80,"{""COMPUTE"": 632, ""MEMORY"": 536, ""DATASET"": 154, ""API_CREDITS"": 282}","{""COMPUTE"": 822, ""MEMORY"": 697, ""DATASET"": 200, ""API_CREDITS"": 367}","{""COMPUTE"": 1.3006329113924051, ""MEMORY"": 1.3003731343283582, ""DATASET"": 1.2987012987012987, ""API_CREDITS"": 1.301418439716312}",0,0,0
floor,iid_uniform__zero__moderate,iid_uniform,,zero,moderate,2413048586,drf,none,65889a103bcbd17c,998288de74e82304,True,drf,False,False,0.6875,0.5,0.53125,33.0,0.5015625,0.1597222222222222,0.9413965087281796,0.94316052467208,0.0,0.0,1.0,0.5,0.07277845072841103,15,28,75,"{""COMPUTE"": 632, ""MEMORY"": 536, ""DATASET"": 154, ""API_CREDITS"": 282}","{""COMPUTE"": 822, ""MEMORY"": 697, ""DATASET"": 200, ""API_CREDITS"": 367}","{""COMPUTE"": 1.3006329113924051, ""MEMORY"": 1.3003731343283582, ""DATASET"": 1.2987012987012987, ""API_CREDITS"": 1.301418439716312}",0,0,0
floor,iid_uniform__zero__moderate,iid_uniform,,zero,moderate,2413048586,joint_linear,LINEAR,65889a103bcbd17c,998288de74e82304,True,optimal,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.7158988067889117,48,0,0,"{""COMPUTE"": 632, ""MEMORY"": 536, ""DATASET"": 154, ""API_CREDITS"": 282}","{""COMPUTE"": 822, ""MEMORY"": 697, ""DATASET"": 200, ""API_CREDITS"": 367}","{""COMPUTE"": 1.3006329113924051, ""MEMORY"": 1.3003731343283582, ""DATASET"": 1.2987012987012987, ""API_CREDITS"": 1.301418439716312}",0,0,678
floor,iid_uniform__zero__moderate,iid_uniform,,zero,moderate,453209340,equal,none,9b6d34c26bd299f1,d7ee8105688bb18a,True,equal,False,False,0.6666666666666666,0.375,0.40625,32.0,0.4916666666666667,0.10416666666666667,0.9298550724637681,0.9298550724637681,0.0,0.0,1.0,0.0,0.0,16,30,76,"{""COMPUTE"": 691, ""MEMORY"": 575, ""DATASET"": 148, ""API_CREDITS"": 311}","{""COMPUTE"": 898, ""MEMORY"": 748, ""DATASET"": 192, ""API_CREDITS"": 404}","{""COMPUTE"": 1.2995658465991318, ""MEMORY"": 1.3008695652173914, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.2990353697749195}",0,0,0
floor,iid_uniform__zero__moderate,iid_uniform,,zero,moderate,453209340,drf,none,9b6d34c26bd299f1,d7ee8105688bb18a,True,drf,False,False,0.7291666666666666,0.5,0.53125,35.0,0.525,0.05555555555555555,0.943768115942029,0.9481654047757717,0.0,0.0,1.0,0.16666666666666666,0.14939282018333291,13,33,83,"{""COMPUTE"": 691, ""MEMORY"": 575, ""DATASET"": 148, ""API_CREDITS"": 311}","{""COMPUTE"": 898, ""MEMORY"": 748, ""DATASET"": 192, ""API_CREDITS"": 404}","{""COMPUTE"": 1.2995658465991318, ""MEMORY"": 1.3008695652173914, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.2990353697749195}",0,0,0
floor,iid_uniform__zero__moderate,iid_uniform,,zero,moderate,453209340,joint_linear,LINEAR,9b6d34c26bd299f1,d7ee8105688bb18a,True,optimal,False,False,0.08333333333333333,0.0,0.0,4.0,0.06145833333333334,0.0,0.12057971014492753,0.12057971014492753,0.8333333333333334,0.8333333333333334,0.16666666666666666,1.0,0.6533781115073084,44,5,10,"{""COMPUTE"": 691, ""MEMORY"": 575, ""DATASET"": 148, ""API_CREDITS"": 311}","{""COMPUTE"": 898, ""MEMORY"": 748, ""DATASET"": 192, ""API_CREDITS"": 404}","{""COMPUTE"": 1.2995658465991318, ""MEMORY"": 1.3008695652173914, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.2990353697749195}",0,0,720
floor,iid_uniform__zero__moderate,iid_uniform,,zero,moderate,2920410359,equal,none,26a48977ae9220fe,043ad9f123b6eddd,True,equal,False,False,0.7291666666666666,0.625,0.625,35.0,0.5437500000000001,0.14444444444444446,0.9386845039018952,0.9386845039018952,0.0,0.0,1.0,0.0,0.0,13,33,80,"{""COMPUTE"": 714, ""MEMORY"": 597, ""DATASET"": 148, ""API_CREDITS"": 335}","{""COMPUTE"": 928, ""MEMORY"": 776, ""DATASET"": 192, ""API_CREDITS"": 436}","{""COMPUTE"": 1.2997198879551821, ""MEMORY"": 1.2998324958123952, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3014925373134327}",0,0,0
floor,iid_uniform__zero__moderate,iid_uniform,,zero,moderate,2920410359,drf,none,26a48977ae9220fe,043ad9f123b6eddd,True,drf,False,False,0.7291666666666666,0.625,0.625,35.0,0.5380208333333334,0.10873015873015873,0.9325529542920847,0.9484126984126984,0.0,0.0,1.0,0.0,0.09907157677851192,13,33,81,"{""COMPUTE"": 714, ""MEMORY"": 597, ""DATASET"": 148, ""API_CREDITS"": 335}","{""COMPUTE"": 928, ""MEMORY"": 776, ""DATASET"": 192, ""API_CREDITS"": 436}","{""COMPUTE"": 1.2997198879551821, ""MEMORY"": 1.2998324958123952, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3014925373134327}",0,0,0
floor,iid_uniform__zero__moderate,iid_uniform,,zero,moderate,2920410359,joint_linear,LINEAR,26a48977ae9220fe,043ad9f123b6eddd,True,optimal,False,False,0.0625,0.0,0.0,3.0,0.041666666666666664,0.0,0.07803790412486064,0.07803790412486064,0.8333333333333334,0.8333333333333334,0.16666666666666666,1.0,0.6569146829063179,45,1,7,"{""COMPUTE"": 714, ""MEMORY"": 597, ""DATASET"": 148, ""API_CREDITS"": 335}","{""COMPUTE"": 928, ""MEMORY"": 776, ""DATASET"": 192, ""API_CREDITS"": 436}","{""COMPUTE"": 1.2997198879551821, ""MEMORY"": 1.2998324958123952, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3014925373134327}",0,0,747
floor,iid_uniform__zero__moderate,iid_uniform,,zero,moderate,4282649469,equal,none,f7e21f235ea30f8e,2f190999c1480e4b,True,equal,False,False,0.7083333333333334,0.625,0.625,34.0,0.5328125,0.2333333333333333,0.9359181475498115,0.9359181475498115,0.0,0.0,1.0,0.0,0.0,14,26,83,"{""COMPUTE"": 729, ""MEMORY"": 618, ""DATASET"": 172, ""API_CREDITS"": 338}","{""COMPUTE"": 948, ""MEMORY"": 804, ""DATASET"": 224, ""API_CREDITS"": 440}","{""COMPUTE"": 1.300411522633745, ""MEMORY"": 1.3009708737864079, ""DATASET"": 1.302325581395349, ""API_CREDITS"": 1.301775147928994}",0,0,0
floor,iid_uniform__zero__moderate,iid_uniform,,zero,moderate,4282649469,drf,none,f7e21f235ea30f8e,2f190999c1480e4b,True,drf,False,False,0.7916666666666666,0.5,0.5625,38.0,0.5770833333333334,0.10714285714285714,0.9553042541733979,0.9620390455531453,0.0,0.0,1.0,0.16666666666666666,0.09636686640189862,10,33,87,"{""COMPUTE"": 729, ""MEMORY"": 618, ""DATASET"": 172, ""API_CREDITS"": 338}","{""COMPUTE"": 948, ""MEMORY"": 804, ""DATASET"": 224, ""API_CREDITS"": 440}","{""COMPUTE"": 1.300411522633745, ""MEMORY"": 1.3009708737864079, ""DATASET"": 1.302325581395349, ""API_CREDITS"": 1.301775147928994}",0,0,0
