cell,regime,kind,concentration,floor_regime,contention,contention_ratio,seed,task_workload_hash,scenario_hash,latent_probs_by_agent,realized_task_counts_by_agent,unique_archetypes_per_agent,frac_agents_all_four_archetypes,task_entropy_mean,task_mixture_tv_mean_pairwise,resource_demand_tv_mean_pairwise,resource_centroid_distance_mean,aggregate_mandatory_demand,capacity_by_resource,realized_contention_by_resource,active_resource_count,inactive_resources,floor_fraction_by_resource,declaration_source,redraws,reject_reason
dirichlet_3.0__high,dirichlet_3.0,dirichlet,3.0,unit,high,1.9,4025825085,c9bba1605e7dbd9c,52e7d09ba7720746,"[[0.09390158990816921, 0.3236733740774337, 0.3413753011441211, 0.24104973487027584], [0.18038253707832416, 0.3661299219098232, 0.24670278891355701, 0.20678475209829567], [0.39427869007886224, 0.11549144965659414, 0.30047492143896737, 0.18975493882557642], [0.18283679677446707, 0.1992962828178176, 0.09688941633948067, 0.5209775040682347], [0.19986785413745056, 0.4205731610712698, 0.19283854992098146, 0.18672043487029816], [0.18463202384043154, 0.3572473257429094, 0.0625688169066162, 0.39555183351004297]]","[{""research"": 2, ""code_review"": 0, ""doc_processing"": 4, ""monitoring"": 2}, {""research"": 3, ""code_review"": 3, ""doc_processing"": 2, ""monitoring"": 0}, {""research"": 3, ""code_review"": 2, ""doc_processing"": 1, ""monitoring"": 2}, {""research"": 0, ""code_review"": 1, ""doc_processing"": 0, ""monitoring"": 7}, {""research"": 1, ""code_review"": 5, ""doc_processing"": 1, ""monitoring"": 1}, {""research"": 2, ""code_review"": 5, ""doc_processing"": 0, ""monitoring"": 1}]","[3, 3, 4, 2, 4, 3]",0.3333333333333333,0.6965059592732578,0.5166666666666667,0.08668744841420715,0.05888397320215991,"{""COMPUTE"": 814, ""MEMORY"": 692, ""API_CREDITS"": 376, ""DATASET"": 192}","{""COMPUTE"": 428, ""MEMORY"": 364, ""API_CREDITS"": 198, ""DATASET"": 101}","{""COMPUTE"": 1.9018691588785046, ""MEMORY"": 1.901098901098901, ""API_CREDITS"": 1.898989898989899, ""DATASET"": 1.900990099009901}",4,[],"{""COMPUTE"": 0.014018691588785047, ""MEMORY"": 0.016483516483516484, ""API_CREDITS"": 0.030303030303030304, ""DATASET"": 0.0594059405940594}",exact_pending_queue,0,
dirichlet_3.0__moderate,dirichlet_3.0,dirichlet,3.0,unit,moderate,1.3,2535187734,c5029ef62ec46d45,c345843bb8467a88,"[[0.18083422238870375, 0.25942711472761276, 0.3807527856020787, 0.17898587728160464], [0.1361072298461406, 0.19684248365264387, 0.24286950387222966, 0.42418078262898606], [0.3036776375665531, 0.13940523667326246, 0.14647938718866824, 0.41043773857151633], [0.1169099030166592, 0.3524425347552875, 0.22739652310265987, 0.3032510391253935], [0.31475350193708057, 0.19527086011407277, 0.24907717704977672, 0.24089846089906997], [0.1698055612328822, 0.2021500990608222, 0.14239797052885947, 0.4856463691774361]]","[{""research"": 2, ""code_review"": 1, ""doc_processing"": 1, ""monitoring"": 4}, {""research"": 0, ""code_review"": 5, ""doc_processing"": 2, ""monitoring"": 1}, {""research"": 0, ""code_review"": 3, ""doc_processing"": 0, ""monitoring"": 5}, {""research"": 0, ""code_review"": 5, ""doc_processing"": 1, ""monitoring"": 2}, {""research"": 0, ""code_review"": 1, ""doc_processing"": 4, ""monitoring"": 3}, {""research"": 0, ""code_review"": 5, ""doc_processing"": 1, ""monitoring"": 2}]","[4, 3, 2, 3, 3, 3]",0.16666666666666666,0.6672048239367273,0.39166666666666666,0.07264435905557161,0.04745576521164795,"{""COMPUTE"": 602, ""MEMORY"": 515, ""API_CREDITS"": 261, ""DATASET"": 152}","{""COMPUTE"": 463, ""MEMORY"": 396, ""API_CREDITS"": 201, ""DATASET"": 117}","{""COMPUTE"": 1.3002159827213824, ""MEMORY"": 1.3005050505050506, ""API_CREDITS"": 1.2985074626865671, ""DATASET"": 1.2991452991452992}",4,[],"{""COMPUTE"": 0.012958963282937365, ""MEMORY"": 0.015151515151515152, ""API_CREDITS"": 0.029850746268656716, ""DATASET"": 0.05128205128205128}",exact_pending_queue,0,
dirichlet_3.0__high,dirichlet_3.0,dirichlet,3.0,unit,high,1.9,2535187734,c5029ef62ec46d45,8cde5c7c64cde723,"[[0.18083422238870375, 0.25942711472761276, 0.3807527856020787, 0.17898587728160464], [0.1361072298461406, 0.19684248365264387, 0.24286950387222966, 0.42418078262898606], [0.3036776375665531, 0.13940523667326246, 0.14647938718866824, 0.41043773857151633], [0.1169099030166592, 0.3524425347552875, 0.22739652310265987, 0.3032510391253935], [0.31475350193708057, 0.19527086011407277, 0.24907717704977672, 0.24089846089906997], [0.1698055612328822, 0.2021500990608222, 0.14239797052885947, 0.4856463691774361]]","[{""research"": 2, ""code_review"": 1, ""doc_processing"": 1, ""monitoring"": 4}, {""research"": 0, ""code_review"": 5, ""doc_processing"": 2, ""monitoring"": 1}, {""research"": 0, ""code_review"": 3, ""doc_processing"": 0, ""monitoring"": 5}, {""research"": 0, ""code_review"": 5, ""doc_processing"": 1, ""monitoring"": 2}, {""research"": 0, ""code_review"": 1, ""doc_processing"": 4, ""monitoring"": 3}, {""research"": 0, ""code_review"": 5, ""doc_processing"": 1, ""monitoring"": 2}]","[4, 3, 2, 3, 3, 3]",0.16666666666666666,0.6672048239367273,0.39166666666666666,0.07264435905557161,0.04745576521164795,"{""COMPUTE"": 602, ""MEMORY"": 515, ""API_CREDITS"": 261, ""DATASET"": 152}","{""COMPUTE"": 317, ""MEMORY"": 271, ""API_CREDITS"": 137, ""DATASET"": 80}","{""COMPUTE"": 1.8990536277602523, ""MEMORY"": 1.900369003690037, ""API_CREDITS"": 1.905109489051095, ""DATASET"": 1.9}",4,[],"{""COMPUTE"": 0.01892744479495268, ""MEMORY"": 0.02214022140221402, ""API_CREDITS"": 0.043795620437956206, ""DATASET"": 0.075}",exact_pending_queue,0,
dirichlet_3.0__moderate,dirichlet_3.0,dirichlet,3.0,unit,moderate,1.3,3585969157,9cff0731d007558c,6705e5a3e9be1007,"[[0.6434186971135494, 0.10077715972180662, 0.09167746414552282, 0.16412667901912117], [0.16149277982576563, 0.1291570049591559, 0.23896308243252556, 0.47038713278255295], [0.19941997788063578, 0.16843065394271273, 0.07357463822311187, 0.5585747299535397], [0.325277255684326, 0.26334040652335206, 0.2061366986015646, 0.20524563919075742], [0.359912239423663, 0.1668660340357902, 0.26752830335316646, 0.2056934231873803], [0.31117769275756546, 0.1440673791757673, 0.38986495459102116, 0.15488997347564598]]","[{""research"": 5, ""code_review"": 0, ""doc_processing"": 1, ""monitoring"": 2}, {""research"": 3, ""code_review"": 1, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 2, ""code_review"": 0, ""doc_processing"": 1, ""monitoring"": 5}, {""research"": 2, ""code_review"": 3, ""doc_processing"": 2, ""monitoring"": 1}, {""research"": 3, ""code_review"": 1, ""doc_processing"": 2, ""monitoring"": 2}, {""research"": 3, ""code_review"": 1, ""doc_processing"": 4, ""monitoring"": 0}]","[3, 4, 3, 4, 4, 3]",0.5,0.8021487660448857,0.35833333333333334,0.04895647619217387,0.029836656849387504,"{""COMPUTE"": 1018, ""MEMORY"": 863, ""API_CREDITS"": 465, ""DATASET"": 248}","{""COMPUTE"": 783, ""MEMORY"": 664, ""API_CREDITS"": 358, ""DATASET"": 191}","{""COMPUTE"": 1.3001277139208174, ""MEMORY"": 1.2996987951807228, ""API_CREDITS"": 1.2988826815642458, ""DATASET"": 1.2984293193717278}",4,[],"{""COMPUTE"": 0.007662835249042145, ""MEMORY"": 0.009036144578313253, ""API_CREDITS"": 0.01675977653631285, ""DATASET"": 0.031413612565445025}",exact_pending_queue,0,
dirichlet_3.0__high,dirichlet_3.0,dirichlet,3.0,unit,high,1.9,3585969157,9cff0731d007558c,86939857c599d527,"[[0.6434186971135494, 0.10077715972180662, 0.09167746414552282, 0.16412667901912117], [0.16149277982576563, 0.1291570049591559, 0.23896308243252556, 0.47038713278255295], [0.19941997788063578, 0.16843065394271273, 0.07357463822311187, 0.5585747299535397], [0.325277255684326, 0.26334040652335206, 0.2061366986015646, 0.20524563919075742], [0.359912239423663, 0.1668660340357902, 0.26752830335316646, 0.2056934231873803], [0.31117769275756546, 0.1440673791757673, 0.38986495459102116, 0.15488997347564598]]","[{""research"": 5, ""code_review"": 0, ""doc_processing"": 1, ""monitoring"": 2}, {""research"": 3, ""code_review"": 1, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 2, ""code_review"": 0, ""doc_processing"": 1, ""monitoring"": 5}, {""research"": 2, ""code_review"": 3, ""doc_processing"": 2, ""monitoring"": 1}, {""research"": 3, ""code_review"": 1, ""doc_processing"": 2, ""monitoring"": 2}, {""research"": 3, ""code_review"": 1, ""doc_processing"": 4, ""monitoring"": 0}]","[3, 4, 3, 4, 4, 3]",0.5,0.8021487660448857,0.35833333333333334,0.04895647619217387,0.029836656849387504,"{""COMPUTE"": 1018, ""MEMORY"": 863, ""API_CREDITS"": 465, ""DATASET"": 248}","{""COMPUTE"": 536, ""MEMORY"": 454, ""API_CREDITS"": 245, ""DATASET"": 131}","{""COMPUTE"": 1.8992537313432836, ""MEMORY"": 1.9008810572687225, ""API_CREDITS"": 1.8979591836734695, ""DATASET"": 1.8931297709923665}",4,[],"{""COMPUTE"": 0.011194029850746268, ""MEMORY"": 0.013215859030837005, ""API_CREDITS"": 0.024489795918367346, ""DATASET"": 0.04580152671755725}",exact_pending_queue,0,
dirichlet_3.0__moderate,dirichlet_3.0,dirichlet,3.0,unit,moderate,1.3,2376768369,92023ec9bd5fd17c,8ff2667af7a567f8,"[[0.2951830572095403, 0.32737489258359737, 0.25784502287464506, 0.11959702733221715], [0.30609148766512156, 0.33640918371971384, 0.2385218469849482, 0.11897748163021649], [0.11431019969695258, 0.43839287552737993, 0.27910231581231204, 0.16819460896335545], [0.3628213899766296, 0.26762117456259266, 0.24010589493194456, 0.12945154052883318], [0.11865811850546856, 0.3345882031011034, 0.26705395475435884, 0.27969972363906914], [0.10651573646910453, 0.076285102015718, 0.6419139570612059, 0.17528520445397153]]","[{""research"": 1, ""code_review"": 5, ""doc_processing"": 2, ""monitoring"": 0}, {""research"": 4, ""code_review"": 2, ""doc_processing"": 1, ""monitoring"": 1}, {""research"": 0, ""code_review"": 4, ""doc_processing"": 3, ""monitoring"": 1}, {""research"": 3, ""code_review"": 4, ""doc_processing"": 0, ""monitoring"": 1}, {""research"": 0, ""code_review"": 4, ""doc_processing"": 2, ""monitoring"": 2}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 7, ""monitoring"": 1}]","[3, 4, 3, 3, 3, 2]",0.16666666666666666,0.6586364590295107,0.4666666666666667,0.039020253169117135,0.02703079106925438,"{""COMPUTE"": 840, ""MEMORY"": 678, ""API_CREDITS"": 406, ""DATASET"": 112}","{""COMPUTE"": 646, ""MEMORY"": 522, ""API_CREDITS"": 312, ""DATASET"": 86}","{""COMPUTE"": 1.3003095975232197, ""MEMORY"": 1.2988505747126438, ""API_CREDITS"": 1.3012820512820513, ""DATASET"": 1.302325581395349}",4,[],"{""COMPUTE"": 0.009287925696594427, ""MEMORY"": 0.011494252873563218, ""API_CREDITS"": 0.019230769230769232, ""DATASET"": 0.06976744186046512}",exact_pending_queue,0,
dirichlet_3.0__high,dirichlet_3.0,dirichlet,3.0,unit,high,1.9,2376768369,92023ec9bd5fd17c,fa20f1c51d4c8cfb,"[[0.2951830572095403, 0.32737489258359737, 0.25784502287464506, 0.11959702733221715], [0.30609148766512156, 0.33640918371971384, 0.2385218469849482, 0.11897748163021649], [0.11431019969695258, 0.43839287552737993, 0.27910231581231204, 0.16819460896335545], [0.3628213899766296, 0.26762117456259266, 0.24010589493194456, 0.12945154052883318], [0.11865811850546856, 0.3345882031011034, 0.26705395475435884, 0.27969972363906914], [0.10651573646910453, 0.076285102015718, 0.6419139570612059, 0.17528520445397153]]","[{""research"": 1, ""code_review"": 5, ""doc_processing"": 2, ""monitoring"": 0}, {""research"": 4, ""code_review"": 2, ""doc_processing"": 1, ""monitoring"": 1}, {""research"": 0, ""code_review"": 4, ""doc_processing"": 3, ""monitoring"": 1}, {""research"": 3, ""code_review"": 4, ""doc_processing"": 0, ""monitoring"": 1}, {""research"": 0, ""code_review"": 4, ""doc_processing"": 2, ""monitoring"": 2}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 7, ""monitoring"": 1}]","[3, 4, 3, 3, 3, 2]",0.16666666666666666,0.6586364590295107,0.4666666666666667,0.039020253169117135,0.02703079106925438,"{""COMPUTE"": 840, ""MEMORY"": 678, ""API_CREDITS"": 406, ""DATASET"": 112}","{""COMPUTE"": 442, ""MEMORY"": 357, ""API_CREDITS"": 214, ""DATASET"": 59}","{""COMPUTE"": 1.9004524886877827, ""MEMORY"": 1.8991596638655461, ""API_CREDITS"": 1.897196261682243, ""DATASET"": 1.8983050847457628}",4,[],"{""COMPUTE"": 0.013574660633484163, ""MEMORY"": 0.01680672268907563, ""API_CREDITS"": 0.028037383177570093, ""DATASET"": 0.1016949152542373}",exact_pending_queue,0,
dirichlet_3.0__moderate,dirichlet_3.0,dirichlet,3.0,unit,moderate,1.3,90452968,a679eb0cf6e9c068,2c8fcbeeca29db85,"[[0.128284898246207, 0.25005874333412337, 0.261337209329487, 0.3603191490901827], [0.17456349484373335, 0.32531616635778604, 0.24572639105043834, 0.2543939477480423], [0.22781310653363634, 0.43988879498754074, 0.15702196252978534, 0.17527613594903754], [0.22449687398398419, 0.1375733280345074, 0.08886085690633293, 0.5490689410751753], [0.38995189228953375, 0.06597509449737482, 0.36298586314046016, 0.18108715007263124], [0.3836887515492545, 0.11168768010881881, 0.35316261482358985, 0.15146095351833672]]","[{""research"": 0, ""code_review"": 4, ""doc_processing"": 2, ""monitoring"": 2}, {""research"": 1, ""code_review"": 2, ""doc_processing"": 1, ""monitoring"": 4}, {""research"": 0, ""code_review"": 5, ""doc_processing"": 3, ""monitoring"": 0}, {""research"": 4, ""code_review"": 0, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 4, ""code_review"": 0, ""doc_processing"": 3, ""monitoring"": 1}, {""research"": 2, ""code_review"": 1, ""doc_processing"": 5, ""monitoring"": 0}]","[3, 4, 2, 3, 3, 3]",0.16666666666666666,0.6928755890066247,0.5333333333333333,0.06511840055979772,0.039599439991896496,"{""COMPUTE"": 904, ""MEMORY"": 745, ""API_CREDITS"": 419, ""DATASET"": 168}","{""COMPUTE"": 695, ""MEMORY"": 573, ""API_CREDITS"": 322, ""DATASET"": 129}","{""COMPUTE"": 1.3007194244604317, ""MEMORY"": 1.300174520069808, ""API_CREDITS"": 1.3012422360248448, ""DATASET"": 1.302325581395349}",4,[],"{""COMPUTE"": 0.008633093525179856, ""MEMORY"": 0.010471204188481676, ""API_CREDITS"": 0.018633540372670808, ""DATASET"": 0.03875968992248062}",exact_pending_queue,0,
dirichlet_3.0__high,dirichlet_3.0,dirichlet,3.0,unit,high,1.9,90452968,a679eb0cf6e9c068,2ea9891a633ce7ad,"[[0.128284898246207, 0.25005874333412337, 0.261337209329487, 0.3603191490901827], [0.17456349484373335, 0.32531616635778604, 0.24572639105043834, 0.2543939477480423], [0.22781310653363634, 0.43988879498754074, 0.15702196252978534, 0.17527613594903754], [0.22449687398398419, 0.1375733280345074, 0.08886085690633293, 0.5490689410751753], [0.38995189228953375, 0.06597509449737482, 0.36298586314046016, 0.18108715007263124], [0.3836887515492545, 0.11168768010881881, 0.35316261482358985, 0.15146095351833672]]","[{""research"": 0, ""code_review"": 4, ""doc_processing"": 2, ""monitoring"": 2}, {""research"": 1, ""code_review"": 2, ""doc_processing"": 1, ""monitoring"": 4}, {""research"": 0, ""code_review"": 5, ""doc_processing"": 3, ""monitoring"": 0}, {""research"": 4, ""code_review"": 0, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 4, ""code_review"": 0, ""doc_processing"": 3, ""monitoring"": 1}, {""research"": 2, ""code_review"": 1, ""doc_processing"": 5, ""monitoring"": 0}]","[3, 4, 2, 3, 3, 3]",0.16666666666666666,0.6928755890066247,0.5333333333333333,0.06511840055979772,0.039599439991896496,"{""COMPUTE"": 904, ""MEMORY"": 745, ""API_CREDITS"": 419, ""DATASET"": 168}","{""COMPUTE"": 476, ""MEMORY"": 392, ""API_CREDITS"": 221, ""DATASET"": 88}","{""COMPUTE"": 1.8991596638655461, ""MEMORY"": 1.9005102040816326, ""API_CREDITS"": 1.8959276018099547, ""DATASET"": 1.9090909090909092}",4,[],"{""COMPUTE"": 0.012605042016806723, ""MEMORY"": 0.015306122448979591, ""API_CREDITS"": 0.027149321266968326, ""DATASET"": 0.056818181818181816}",exact_pending_queue,0,
dirichlet_3.0__moderate,dirichlet_3.0,dirichlet,3.0,unit,moderate,1.3,2730772959,972960e121757fde,c80a9994e2da8eba,"[[0.18556811232919004, 0.3030910260850862, 0.2503157169503056, 0.2610251446354182], [0.14757058422350552, 0.32002755408229056, 0.34626233184973554, 0.1861395298444683], [0.08490585662866096, 0.25629309942536616, 0.3662905758747461, 0.29251046807122677], [0.3020916166829424, 0.1729529342284464, 0.39386266513417134, 0.13109278395443993], [0.3991045003695893, 0.1348654355658644, 0.32651682331941134, 0.1395132407451351], [0.16222807989160526, 0.4017577685969457, 0.23637084872912154, 0.1996433027823275]]","[{""research"": 1, ""code_review"": 3, ""doc_processing"": 2, ""monitoring"": 2}, {""research"": 2, ""code_review"": 2, ""doc_processing"": 3, ""monitoring"": 1}, {""research"": 2, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 2}, {""research"": 0, ""code_review"": 3, ""doc_processing"": 3, ""monitoring"": 2}, {""research"": 5, ""code_review"": 2, ""doc_processing"": 1, ""monitoring"": 0}, {""research"": 2, ""code_review"": 5, ""doc_processing"": 1, ""monitoring"": 0}]","[4, 4, 4, 3, 3, 3]",0.5,0.8308455108590885,0.3333333333333333,0.022474763338582796,0.014728263950265498,"{""COMPUTE"": 898, ""MEMORY"": 739, ""API_CREDITS"": 433, ""DATASET"": 152}","{""COMPUTE"": 691, ""MEMORY"": 568, ""API_CREDITS"": 333, ""DATASET"": 117}","{""COMPUTE"": 1.2995658465991318, ""MEMORY"": 1.301056338028169, ""API_CREDITS"": 1.3003003003003002, ""DATASET"": 1.2991452991452992}",4,[],"{""COMPUTE"": 0.008683068017366137, ""MEMORY"": 0.01056338028169014, ""API_CREDITS"": 0.018018018018018018, ""DATASET"": 0.05128205128205128}",exact_pending_queue,0,
dirichlet_3.0__high,dirichlet_3.0,dirichlet,3.0,unit,high,1.9,2730772959,972960e121757fde,d00918ebac138300,"[[0.18556811232919004, 0.3030910260850862, 0.2503157169503056, 0.2610251446354182], [0.14757058422350552, 0.32002755408229056, 0.34626233184973554, 0.1861395298444683], [0.08490585662866096, 0.25629309942536616, 0.3662905758747461, 0.29251046807122677], [0.3020916166829424, 0.1729529342284464, 0.39386266513417134, 0.13109278395443993], [0.3991045003695893, 0.1348654355658644, 0.32651682331941134, 0.1395132407451351], [0.16222807989160526, 0.4017577685969457, 0.23637084872912154, 0.1996433027823275]]","[{""research"": 1, ""code_review"": 3, ""doc_processing"": 2, ""monitoring"": 2}, {""research"": 2, ""code_review"": 2, ""doc_processing"": 3, ""monitoring"": 1}, {""research"": 2, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 2}, {""research"": 0, ""code_review"": 3, ""doc_processing"": 3, ""monitoring"": 2}, {""research"": 5, ""code_review"": 2, ""doc_processing"": 1, ""monitoring"": 0}, {""research"": 2, ""code_review"": 5, ""doc_processing"": 1, ""monitoring"": 0}]","[4, 4, 4, 3, 3, 3]",0.5,0.8308455108590885,0.3333333333333333,0.022474763338582796,0.014728263950265498,"{""COMPUTE"": 898, ""MEMORY"": 739, ""API_CREDITS"": 433, ""DATASET"": 152}","{""COMPUTE"": 473, ""MEMORY"": 389, ""API_CREDITS"": 228, ""DATASET"": 80}","{""COMPUTE"": 1.8985200845665962, ""MEMORY"": 1.8997429305912596, ""API_CREDITS"": 1.8991228070175439, ""DATASET"": 1.9}",4,[],"{""COMPUTE"": 0.012684989429175475, ""MEMORY"": 0.015424164524421594, ""API_CREDITS"": 0.02631578947368421, ""DATASET"": 0.075}",exact_pending_queue,0,
dirichlet_3.0__moderate,dirichlet_3.0,dirichlet,3.0,unit,moderate,1.3,1479409208,1e510069427943f6,a12226f973b855a5,"[[0.25379213192670574, 0.24922103121109324, 0.31003380641342987, 0.18695303044877115], [0.2821588377001546, 0.3251201558150529, 0.10268325769589849, 0.29003774878889416], [0.44322224690947004, 0.21367987004318212, 0.2423444166737255, 0.10075346637362248], [0.16389328912659246, 0.21012111547107062, 0.19646693441144103, 0.42951866099089603], [0.4404346877130044, 0.11552445982242067, 0.2664142175297727, 0.17762663493480224], [0.5928847939297531, 0.20063767116255188, 0.17895458811730325, 0.02752294679039182]]","[{""research"": 5, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 1}, {""research"": 2, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 4}, {""research"": 4, ""code_review"": 3, ""doc_processing"": 1, ""monitoring"": 0}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 2, ""monitoring"": 4}, {""research"": 2, ""code_review"": 2, ""doc_processing"": 3, ""monitoring"": 1}, {""research"": 3, ""code_review"": 1, ""doc_processing"": 2, ""monitoring"": 2}]","[3, 3, 3, 4, 4, 4]",0.5,0.8138093439486749,0.38333333333333336,0.0444409164777511,0.028872336340617213,"{""COMPUTE"": 960, ""MEMORY"": 817, ""API_CREDITS"": 447, ""DATASET"": 232}","{""COMPUTE"": 738, ""MEMORY"": 628, ""API_CREDITS"": 344, ""DATASET"": 178}","{""COMPUTE"": 1.3008130081300813, ""MEMORY"": 1.3009554140127388, ""API_CREDITS"": 1.2994186046511629, ""DATASET"": 1.303370786516854}",4,[],"{""COMPUTE"": 0.008130081300813009, ""MEMORY"": 0.009554140127388535, ""API_CREDITS"": 0.01744186046511628, ""DATASET"": 0.033707865168539325}",exact_pending_queue,0,
dirichlet_3.0__high,dirichlet_3.0,dirichlet,3.0,unit,high,1.9,1479409208,1e510069427943f6,a1a0eaf3760c9bc7,"[[0.25379213192670574, 0.24922103121109324, 0.31003380641342987, 0.18695303044877115], [0.2821588377001546, 0.3251201558150529, 0.10268325769589849, 0.29003774878889416], [0.44322224690947004, 0.21367987004318212, 0.2423444166737255, 0.10075346637362248], [0.16389328912659246, 0.21012111547107062, 0.19646693441144103, 0.42951866099089603], [0.4404346877130044, 0.11552445982242067, 0.2664142175297727, 0.17762663493480224], [0.5928847939297531, 0.20063767116255188, 0.17895458811730325, 0.02752294679039182]]","[{""research"": 5, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 1}, {""research"": 2, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 4}, {""research"": 4, ""code_review"": 3, ""doc_processing"": 1, ""monitoring"": 0}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 2, ""monitoring"": 4}, {""research"": 2, ""code_review"": 2, ""doc_processing"": 3, ""monitoring"": 1}, {""research"": 3, ""code_review"": 1, ""doc_processing"": 2, ""monitoring"": 2}]","[3, 3, 3, 4, 4, 4]",0.5,0.8138093439486749,0.38333333333333336,0.0444409164777511,0.028872336340617213,"{""COMPUTE"": 960, ""MEMORY"": 817, ""API_CREDITS"": 447, ""DATASET"": 232}","{""COMPUTE"": 505, ""MEMORY"": 430, ""API_CREDITS"": 235, ""DATASET"": 122}","{""COMPUTE"": 1.900990099009901, ""MEMORY"": 1.9, ""API_CREDITS"": 1.902127659574468, ""DATASET"": 1.901639344262295}",4,[],"{""COMPUTE"": 0.011881188118811881, ""MEMORY"": 0.013953488372093023, ""API_CREDITS"": 0.02553191489361702, ""DATASET"": 0.04918032786885246}",exact_pending_queue,0,
dirichlet_3.0__moderate,dirichlet_3.0,dirichlet,3.0,unit,moderate,1.3,1236632478,c67f962d4ec7e772,c28f260656d912d3,"[[0.36161703124041333, 0.08520708174899494, 0.015393322854457657, 0.5377825641561342], [0.32333782020161284, 0.308962268573761, 0.09456666917164719, 0.27313324205297884], [0.41233651641629543, 0.14051658575871298, 0.2516644198316435, 0.19548247799334814], [0.2666752063719642, 0.06545833077638191, 0.22220040975030708, 0.4456660531013469], [0.27080641943857864, 0.15364301498177552, 0.26245357729510405, 0.31309698828454174], [0.12349066223723572, 0.15834536980869635, 0.48403043586364763, 0.23413353209042037]]","[{""research"": 1, ""code_review"": 1, ""doc_processing"": 0, ""monitoring"": 6}, {""research"": 4, ""code_review"": 1, ""doc_processing"": 1, ""monitoring"": 2}, {""research"": 3, ""code_review"": 2, ""doc_processing"": 1, ""monitoring"": 2}, {""research"": 1, ""code_review"": 0, ""doc_processing"": 2, ""monitoring"": 5}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 3, ""monitoring"": 3}, {""research"": 2, ""code_review"": 2, ""doc_processing"": 3, ""monitoring"": 1}]","[3, 4, 4, 3, 4, 4]",0.6666666666666666,0.8110524428393998,0.38333333333333336,0.06608983583382852,0.043513974382985564,"{""COMPUTE"": 850, ""MEMORY"": 735, ""API_CREDITS"": 365, ""DATASET"": 248}","{""COMPUTE"": 654, ""MEMORY"": 565, ""API_CREDITS"": 281, ""DATASET"": 191}","{""COMPUTE"": 1.2996941896024465, ""MEMORY"": 1.3008849557522124, ""API_CREDITS"": 1.298932384341637, ""DATASET"": 1.2984293193717278}",4,[],"{""COMPUTE"": 0.009174311926605505, ""MEMORY"": 0.010619469026548672, ""API_CREDITS"": 0.021352313167259787, ""DATASET"": 0.031413612565445025}",exact_pending_queue,0,
dirichlet_3.0__high,dirichlet_3.0,dirichlet,3.0,unit,high,1.9,1236632478,c67f962d4ec7e772,1a2c25120e4481e0,"[[0.36161703124041333, 0.08520708174899494, 0.015393322854457657, 0.5377825641561342], [0.32333782020161284, 0.308962268573761, 0.09456666917164719, 0.27313324205297884], [0.41233651641629543, 0.14051658575871298, 0.2516644198316435, 0.19548247799334814], [0.2666752063719642, 0.06545833077638191, 0.22220040975030708, 0.4456660531013469], [0.27080641943857864, 0.15364301498177552, 0.26245357729510405, 0.31309698828454174], [0.12349066223723572, 0.15834536980869635, 0.48403043586364763, 0.23413353209042037]]","[{""research"": 1, ""code_review"": 1, ""doc_processing"": 0, ""monitoring"": 6}, {""research"": 4, ""code_review"": 1, ""doc_processing"": 1, ""monitoring"": 2}, {""research"": 3, ""code_review"": 2, ""doc_processing"": 1, ""monitoring"": 2}, {""research"": 1, ""code_review"": 0, ""doc_processing"": 2, ""monitoring"": 5}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 3, ""monitoring"": 3}, {""research"": 2, ""code_review"": 2, ""doc_processing"": 3, ""monitoring"": 1}]","[3, 4, 4, 3, 4, 4]",0.6666666666666666,0.8110524428393998,0.38333333333333336,0.06608983583382852,0.043513974382985564,"{""COMPUTE"": 850, ""MEMORY"": 735, ""API_CREDITS"": 365, ""DATASET"": 248}","{""COMPUTE"": 447, ""MEMORY"": 387, ""API_CREDITS"": 192, ""DATASET"": 131}","{""COMPUTE"": 1.9015659955257271, ""MEMORY"": 1.8992248062015504, ""API_CREDITS"": 1.9010416666666667, ""DATASET"": 1.8931297709923665}",4,[],"{""COMPUTE"": 0.013422818791946308, ""MEMORY"": 0.015503875968992248, ""API_CREDITS"": 0.03125, ""DATASET"": 0.04580152671755725}",exact_pending_queue,0,
